,0,1
0,1.3979400086720375,0.155286
1,1.44712,0.196047
2,1.505149978319906,0.258315
3,1.505149978319906,0.210264
4,1.5185139398778875,0.277183
5,1.568201724066995,0.290529
6,1.57978359661681,0.327205
7,1.6020599913279625,0.313459
8,1.6020599913279625,0.326657
9,1.6127838567197357,0.313622
10,1.6127838567197357,0.309484
11,1.6127838567197357,0.31154
12,1.6232492903979006,0.369869
13,1.6334684555795864,0.32208
14,1.6334684555795864,0.304734
15,1.6334684555795864,0.28201
16,1.6434526764861874,0.26221
17,1.6434526764861874,0.353344
18,1.6532125137753435,0.25
19,1.662757831681574,0.20801
20,1.662757831681574,0.163078
21,1.662757831681574,0.1062744700745623
22,1.6720978579357175,0.1352428495582107
23,1.6812412373755872,0.1282799486428738
24,1.6989700043360187,0.1724247
25,1.7075701760979365,0.1826629
26,1.7075701760979365,0.1539435
27,1.7160033436347992,0.1929449
28,1.7160033436347992,0.1239258376954273
29,1.7160033436347992,0.0305218293475891
30,1.7323937598229686,0.1915038371274789
31,1.7558748556724917,0.1710217451653177
32,1.7558748556724917,0.177182122486816
33,1.7634279935629371,0.0969177906199448
34,1.7708520116421442,0.150612
35,1.7708520116421442,0.1412535447886057
36,1.7708520116421442,0.1489381725042682
37,1.7708520116421442,0.1455254835609393
38,1.7781512503836436,0.164418
39,1.7853298350107671,0.20062
40,1.792391689498254,0.0561215
41,1.7993405494535817,0.0384239980551884
42,1.8129133566428557,0.0327627
43,1.8195439355418688,0.106908
44,1.8195439355418688,0.110611
45,1.8260748027008264,0.149217
46,1.8260748027008264,0.1693482311039496
47,1.845098040014257,0.038643
48,1.8864907251724816,0.07602
49,1.8920946026904804,0.022577
50,1.9138138523837167,0.050205
