0,gene1,gene2,feedback1,feedback2,kon1,kon2,koff1,koff2,ksyn1,ksyn2,w,bs1,bs2,bf1,bf2,cv1,cv2,convergence,corr,NMI,cmi_given_x1,cmi_given_x2,sign_givenx1,sign_givenx2
4808,nfyb,trim28,0,1,2.437005526,13.16286433,26.07527009,8.519931496,15.65250193,99.88756109,1.801224899,2.228709421,5.172151382,0.600281488,11.72398641,0.444388335,0.283981124,1,0.550677868,0.198191838,22.50311707,47.79629924,0,1
4809,nfyb,ubp1,1,0,2.805045415,15.1636341,33.57569096,12.54019475,17.81731657,7.111924225,1.979625439,2.588769425,6.863849967,0.530661204,0.567130285,0.453632477,0.851710671,1,0.285774121,0.064385469,5.90351935,1.81597112,1,0
4810,nfyb,ybx1,1,0,2.439170486,7.38592547,89.14479036,79.5942852,15.13738708,2607.759019,11.51244103,2.374207663,6.758749534,0.169806749,32.7631439,0.442149439,0.264243814,1,0.569102933,0.359534664,39.1290922,315.1602421,1,0
4811,nfyb,yy1,0,1,1.445642007,6.462729591,105.2283268,116.8527336,15.34753347,127.0525717,17.94623002,1.426050715,6.124030188,0.145849829,1.087287972,0.444186652,0.476498785,1,0.357804535,0.092580545,9.413702028,8.863291846,0,1
4812,nfyc,nkx6-2,1,0,0.0001,2.935371806,6.55889491,3.833277147,14.400959,37.42546146,2.305926758,1.00E-04,1.662383991,2.195638015,9.763306962,0.424667069,0.917129187,1,0.200845102,0.129668811,7.253873241,13.38967633,1,0
4813,nfyc,rbpj,1,0,2.29735909,13.83631778,22.76858374,5.031045442,14.83044344,7.728359002,1.501200534,2.086800132,3.689500365,0.651355552,1.53613381,0.428589617,0.687083766,1,0.330135543,0.054817389,3.791522148,3.019706277,1,0
4814,nfyc,rfx7,0,1,8.513779905,0.158890976,3.930081662,12.23625009,17.23027537,2.427675869,1.47951225,2.688863911,0.156854183,4.384202888,0.198400315,0.435319842,0.781324547,1,0.215366526,0.040793837,2.574678666,1.448547833,0,1
4815,nfyc,sall4,1,0,0.961102551,7.196599542,44.07236953,48.1276902,15.55727323,95.17527629,7.822370342,0.940590739,6.260463801,0.352993801,1.977557533,0.428107293,0.577055712,1,0.29332153,0.101087418,8.717588173,8.743970428,1,0
4816,nfyc,smad2,1,0,9.46719471,0.916434936,0.548026009,12.75215839,13.62516618,2.515710318,1.133911967,0.518038402,0.85499094,24.86226194,0.197277217,0.421387122,0.909799273,1,0.277364879,0.049716702,4.453885901,1.809382942,1,0
4817,nfyc,smc3,0,1,1.998531876,10.54439923,36.44133918,22.65445661,13.73367958,105.2754793,3.321152981,1.894625969,7.195357454,0.37687088,4.647009686,0.418902071,0.327762452,1,0.532455562,0.169187225,15.33591172,29.27763491,0,1
4818,nfyc,sox15,1,0,3.707557355,1.007379775,6.289785215,9.04163036,17.93009724,2.218570542,2.99689474,2.332593814,0.90639331,2.850669241,0.245372842,0.439070031,1.183607436,1,0.180161609,0.039281168,2.237289652,1.411103064,1,0
4819,nfyc,sox4,1,0,1.300660933,0.162435123,6.339993389,1.016043752,16.7225465,3.964118696,5.809581469,1.079250725,0.140045949,2.637628381,3.901523619,0.433981817,2.273069388,1,0.166751122,0.045260349,1.240191926,1.813637348,1,0
4820,nfyc,srebf2,1,0,0.0001,3.709859097,8.457605794,15.06872968,16.3164761,2.236975156,5.061866317,1.00E-04,2.976947019,1.929207449,0.148451476,0.434374226,0.703006378,1,0.363140334,0.063650937,4.042282544,3.052957741,1,0
4821,nfyc,stat3,1,0,6.684969824,0.657466828,8.73521221,14.51281443,22.87293989,2.925305309,2.411193471,3.786896283,0.628972786,2.618475584,0.201567058,0.446493496,0.791875187,1,0.233127534,0.051516392,4.959606385,1.609397266,1,0
4822,nfyc,taf1,1,0,5.380030792,1.330029184,3.262174875,9.634778514,13.92305581,5.267300693,1.828096512,2.030801158,1.168696885,4.268028645,0.546696604,0.423316277,0.518666256,1,0.337945991,0.072934045,6.09126694,2.887957678,1,0
4823,nfyc,tbx3,1,0,0.611410883,0.799091238,6.963992302,5.773436477,17.00340011,12.24341011,5.871548127,0.562063903,0.701937322,2.44161673,2.120645158,0.432222192,0.647083221,1,0.128746651,0.069731886,4.769439447,4.908539744,1,0
4824,nfyc,tcf12,0,1,2.761039851,1.035006555,5.497474301,6.721795731,15.90767203,1.991340977,3.451355386,1.837951155,0.896903439,2.893632814,0.296251338,0.430141744,1.318522786,1,0.167546197,0.040916024,3.458234061,1.220067535,0,1
4825,nfyc,tfap4,0,1,3.967432405,1.143340736,5.634186767,9.481674836,16.84168899,2.997537427,2.711936136,2.328071417,1.02030769,2.989196079,0.316140078,0.435070526,0.916052798,1,0.22066103,0.057357691,3.573201926,2.040301354,0,1
4826,nfyc,tfdp2,1,0,2.192904023,8.008079529,140.0527027,147.9641493,18.20660223,95.32534059,18.51091641,2.159097509,7.596920836,0.129998221,0.644246198,0.438173498,0.754744414,1,0.283995514,0.061613183,5.055295603,5.775129007,1,0
4827,nfyc,ubp1,1,0,1.487823448,8.294028927,32.99907568,31.14428203,12.65940089,11.37448489,4.969413472,1.423636215,6.549762649,0.383628954,0.365219043,0.414823076,0.857887671,1,0.232879164,0.048747272,1.930030854,2.373425792,1,0
4828,nfyc,usf1,0,1,10.64571429,1.457747344,1.604024629,16.04444741,15.45720993,6.056353556,1.255219792,1.393987907,1.336332439,9.636516581,0.37747349,0.429577941,0.508299298,1,0.430517728,0.091410209,8.072485724,4.028770785,0,1
4829,nfyc,usf2,0,1,4.585561064,2.076541839,5.107444757,13.26845315,16.09187531,2.16985482,2.444626122,2.416226736,1.795536468,3.150670457,0.163534874,0.433220705,1.081315358,1,0.296131783,0.056097115,4.099869587,1.806829619,0,1
4830,nfyc,ybx1,1,0,1.832598977,9.029703549,36.38668744,25.6808883,12.69043986,975.3687848,4.037649245,1.744726614,6.680693007,0.348766012,37.98033671,0.414422118,0.253614777,1,0.58383512,0.355325468,30.79759433,246.4861143,1,0
4831,nfyc,yy1,0,1,2.224414212,7.948309152,104.6620609,103.8142772,15.37687726,110.1390062,13.59446446,2.178121932,7.383042899,0.146919305,1.060923499,0.426923309,0.469168186,1,0.396951014,0.092127321,7.116813411,8.315858541,0,1
4832,nfyc,zfp263,0,1,0.0001,6.119845548,7.112080021,7.807745293,15.06535868,1.573177602,2.275839572,1.00E-04,3.430758113,2.118277443,0.20148936,0.428863123,0.811088608,1,0.228358994,0.046508825,1.911903014,1.189312807,0,1
4833,creb3,erf,1,0,0.25703786,2.233446223,2.987095806,6.525180486,1.74876554,6.568257105,4.248206467,0.236672342,1.663918351,0.585440057,1.006601598,1.104060856,0.933707941,1,0.067472576,0.019613252,0.314976804,0.953663199,1,0
4834,creb3,gtf3c2,0,1,3.829324376,3.506960473,1.73768141,1.77128248,1.492695944,5.742916682,3.949819856,1.195282713,1.176872247,0.85901589,3.242236485,1.086939599,0.475973399,1,0.132690987,0.022144601,0.890879423,1.002812091,0,1
4835,creb3,hes1,0,1,0.478577403,2.358943549,1.14144441,7.021850056,1.533447621,21.77354422,3.195287299,0.337198856,1.765751235,1.343427334,3.100827282,1.0939023,1.224520425,1,0.087126108,0.035001727,0.753968041,7.052420822,0,1
4836,creb3,hic2,1,0,1.613309573,2.595993421,6.717780742,5.358016326,1.612703262,8.118864453,3.79966912,1.300893349,1.748724929,0.240064885,1.515274303,1.101360248,0.522736211,1,0.142853641,0.039513118,0.342954936,1.120569998,1,0
4837,creb3,hif1a,0,1,2.486573963,2.676607149,9.34350658,6.739151386,1.563740551,7.226238375,4.252530602,1.96391902,1.915731028,0.167361208,1.072277199,1.09141119,0.528090705,1,0.161824497,0.025151074,0.828365752,0.801173792,0,1
4838,creb3,id1,0,1,0.071242766,1.785466187,4.58927387,6.607819779,1.813182343,10.32621741,4.737428606,0.070153717,1.40565195,0.395091336,1.562726853,1.120895921,1.935659952,1,0.097622059,0.025422384,0.417620463,2.293449541,0,1
4839,creb3,klf6,1,0,0.493806504,3.611651241,1.106952007,12.94194115,1.525081202,42.26839393,3.02043206,0.341475679,2.823663692,1.377730193,3.266001091,1.093374471,0.965078059,1,0.126972187,0.043400897,0.549773167,4.204577814,1,0
4840,creb3,klf9,1,0,0.848894129,4.919267753,5.134871845,4.70189176,1.759820386,25.0307419,2.279144938,0.728464746,2.404062055,0.342719437,5.323547026,1.109096314,0.32631551,1,0.164187629,0.048179793,0.960104459,3.479489171,1,0
4841,creb3,max,0,1,0.251226246,6.047430131,4.701729751,14.38857714,1.80536485,23.14265595,3.559852436,0.238483426,4.257872577,0.383978864,1.608404759,1.112414264,0.515273442,1,0.130386972,0.03124091,0.883626603,1.960473223,0,1
4842,creb3,mitf,1,0,0.852618514,1.441451051,0.940347206,1.940427656,1.689023845,4.527535889,3.410956994,0.447168302,0.8270644,1.79617043,2.333267038,1.105994366,0.951549334,1,0.068500581,0.017553339,0.459537413,0.399082961,1,0
4843,creb3,mlx,0,1,2.989935964,1.876187992,13.0534922,11.29834888,1.511067948,6.954190136,5.94778524,2.432716087,1.608999747,0.11575967,0.615504992,1.084862656,0.659447272,1,0.14748913,0.023890067,0.153770219,0.954383533,0,1
4844,creb3,mycn,0,1,0.435689978,1.530960281,1.442111498,3.249176301,1.577843313,16.57014873,3.900589318,0.334600614,1.040631325,1.094120195,5.099799826,1.101593183,0.911883208,1,0.095427162,0.030952703,0.990631037,2.399076717,0,1
4845,creb3,nr5a2,1,0,1.031234904,1.998062511,0.575079398,8.108535882,1.71630156,9.306638952,-0.809961226,0.369194215,1.603047923,2.984460175,1.14775825,1.10589313,0.908699237,1,-0.008007033,0.019979417,0.19660112,1.095611469,1,0
4846,creb3,ovol2,0,1,0.409166344,2.715260015,1.694245414,29.62009928,1.617328425,36.95612505,3.184114299,0.329573227,2.487254602,0.954601035,1.247670533,1.101900319,1.435800755,1,0.058852105,0.026194526,0.028603373,2.385614931,0,1
4847,creb3,polr3g,0,1,0.518416449,3.913833708,1.29525607,61.26576407,1.568721829,43.04317741,2.753885026,0.37023335,3.678820071,1.211128722,0.702564933,1.094420891,0.917820422,1,0.061371352,0.024478427,0.016578299,1.437977525,0,1
4848,creb3,pura,1,0,0.548733756,7.175457005,0.82774619,42.98789423,1.469587397,19.45907784,2.528484911,0.329981034,6.149066583,1.775408229,0.452664132,1.092457704,0.652106971,1,0.120600316,0.027483819,0.368913001,1.086382569,1,0
4849,creb3,rad21,0,1,2.319938034,2.190116934,1.56230371,1.952965519,1.507520541,9.635485855,3.535131141,0.933596627,1.032376957,0.964934367,4.933771621,1.088706863,0.425171094,1,0.135939623,0.025765015,0.705528064,1.467241983,0,1
4850,creb3,relb,1,0,1.00E-04,4.453551533,2.667592642,146.8374241,1.738613537,75.81055935,4.061307679,1.00E-04,4.322452363,0.651753761,0.516289085,1.115871079,0.867288398,1,0.037874112,0.017712439,0.413563635,0.762757803,1,0
4851,creb3,smad1,0,1,3.225169357,2.107337533,1.774285189,1.8606174,1.683780474,2.302506692,3.239804723,1.14459891,0.988153582,0.948990886,1.237496055,1.102397167,1.192445286,1,0.139076231,0.025447116,0.454172473,0.46573555,0,1
4852,creb3,smad2,1,0,1.834434991,2.49010123,1.00E-04,1.00E-04,1.494721072,2.08389946,9.748123198,1.00E-04,1.00E-04,14947.21072,20838.9946,1.086771441,0.892308272,1,0.153169937,0.014957465,0.046351221,0.173308579,0,0
4853,creb3,smc3,0,1,0.472558747,6.159269742,1.40926547,16.06756076,1.549240477,82.49282472,3.548157591,0.353891038,4.452476515,1.099324797,5.134122469,1.102507552,0.328755127,1,0.201732688,0.070210799,1.920045023,5.852699978,0,1
4854,creb3,sox4,1,0,0.81956652,0.928353607,1.245518591,1.166793295,1.837360365,4.370079847,3.673710797,0.494306667,0.517002776,1.475176989,3.745376208,1.116289408,2.289772377,1,0.101076725,0.018384493,4.44E-16,0.22607368,1,0
4855,creb3,sp2,1,0,1.82089137,2.012320696,2.80416512,3.280816936,1.752816449,4.514118155,4.097926767,1.104003828,1.247285878,0.625076047,1.375912842,1.110168589,0.764983723,1,0.111833278,0.02416244,0.216235708,2.158610362,1,0
4856,creb3,srebf2,1,0,0.876357862,1.344086337,0.397486143,0.704775918,1.593713016,2.77960862,2.919980105,0.273455859,0.46234425,4.009480689,3.943960838,1.092929002,0.726690937,1,0.05065971,0.017844132,0.224387692,0.459230221,0,0
4857,creb3,stat3,1,0,1.109173354,3.691227128,0.658081311,9.894103716,1.74930181,5.865772331,-0.318224285,0.413028337,2.68829552,2.658184911,0.592855351,1.110381335,0.810674824,1,-0.002250825,0.024479043,0.337520067,0.207769003,0,0
4858,creb3,tbx3,1,0,1.052220236,1.827828658,0.603551673,4.529771157,1.731936667,11.35898538,1.862347153,0.383548773,1.30232254,2.869574794,2.50762897,1.108946807,0.643073083,1,0.029281381,0.018655638,0.905529566,0.231062971,1,0
4859,creb3,tcf12,0,1,1.001305398,1.463897455,1.366255298,1.979678837,1.618311175,2.543242536,3.980881894,0.577826286,0.841580545,1.18448666,1.284674306,1.093677075,1.344017531,1,0.077983678,0.022101696,0.049660592,0.093780818,0,1
4860,creb3,tead1,1,0,3.214406335,3.379996996,1.486712737,1.975243439,1.759791713,2.439470538,3.870122209,1.016544948,1.246688542,1.183679718,1.235022727,1.104842486,0.904807772,1,0.101594691,0.021139422,0.150233805,0.477885171,1,0
4861,creb3,tfcp2l1,1,0,0.871184098,2.308795718,3.476434124,4.389009178,1.738775394,10.22024621,3.6276721,0.696614554,1.512932334,0.500160605,2.328599872,1.109143711,0.515168543,1,0.107790991,0.025515974,0.592570933,1.578938746,1,0
4862,creb3,tfe3,0,1,1.067926771,2.352695636,0.554417563,6.919509151,1.650016362,5.308764803,1.100136348,0.364951721,1.755731173,2.97612571,0.767216964,1.104416756,1.026899926,1,0.009767785,0.02068027,0.001672883,0.148848685,0,1
4863,creb3,tfeb,0,1,0.417681563,4.994460394,1.511757787,11.47254177,1.581299051,15.20695279,3.838079506,0.327262609,3.479634904,1.046000269,1.325508601,1.100135546,0.649067673,1,0.121161105,0.024712117,0.244026071,2.165442263,0,1
4864,creb3,tgif1,1,0,0.300639358,3.307592632,1.847367651,15.76056494,1.664937812,34.26498565,3.812761123,0.258561272,2.733852407,0.901248764,2.174096282,1.103183268,0.538401402,1,0.06566185,0.030425327,0.957733765,1.762269788,1,0
4865,creb3,tgif2,1,0,1.025831524,3.240894287,0.048996975,0.573410524,1.759504204,2.706563773,5.035062564,0.046763406,0.487208806,35.91046592,4.720115274,1.111965833,0.731664189,1,0.08167554,0.022213902,0.301238054,0.133964458,1,0
4866,creb3,topors,1,0,2.405565839,2.386061825,2.725732777,3.4684959,1.503182862,11.96233946,3.600501103,1.277830457,1.41360732,0.551478441,3.44885501,1.089262292,0.380077262,1,0.130899904,0.032528666,0.691109555,1.765697016,1,0
4867,creb3,usf1,0,1,4.841974082,2.540391103,4.047796855,3.106218528,1.511942979,6.590614982,3.306267549,2.204705566,1.3974775,0.373522445,2.121748654,1.096409167,0.512935238,1,0.181348214,0.027251683,0.408622501,0.948458848,0,1
4868,creb3,usf2,0,1,0.766895951,1.13462832,0.289943467,0.811578349,1.492694412,2.035666679,1.439888986,0.210397594,0.473145937,5.148225712,2.508281156,1.086939599,1.06952432,1,0.02518243,0.009227024,0.064243955,0.049673777,0,0
4869,creb3,yy1,1,0,0.552019209,6.382405072,0.698639578,112.8344371,1.450137176,123.1945167,2.163943608,0.308367455,6.040715981,2.075658496,1.091816646,1.080546628,0.475619249,1,0.193335972,0.028105596,0.306882353,2.823062122,1,0
4870,creb3,zfp148,0,1,0.26270373,5.769830606,1.870828283,41.28872242,1.673889502,14.25626825,3.711277808,0.230356782,5.062393953,0.89473177,0.345282378,1.110343803,0.88235362,1,0.049092314,0.02680553,0.255577746,0.634691533,0,-1
4871,creb3,zfp410,1,0,0.894993342,0.013011634,0.362487425,0.005226084,1.553805645,1.19895693,4.853714434,0.257995065,0.003728531,4.286509092,229.417864,1.09444206,0.98097613,1,0.05038841,0.012527646,0.029709668,0.251568675,1,0
4872,creb3,zfp57,1,0,1.00E-04,4.243198368,3.149958512,41.60436676,1.781718079,75.99073092,4.743986401,1.00E-04,3.850489783,0.565632237,1.826508534,1.115910164,0.593689122,1,0.078466174,0.036465951,0.660311561,2.547485495,1,0
4873,nkx6-2,nr2c2,0,1,0.812188002,0.028522067,3.360548075,0.073159392,38.20902502,1.322678988,3.726637717,0.654102434,0.02052151,11.36987901,18.07941462,0.920991738,0.970095426,1,0.065369141,0.049978129,3.367497779,1.564462927,0,1
4874,nkx6-2,rest,1,0,0.838736074,0.28186927,7.149223645,14.93636875,37.59038944,56.90303819,9.700216027,0.750668754,0.276648542,5.257968041,3.809696932,0.924130224,0.32485656,1,0.196715733,0.173460258,20.04159284,14.4441329,1,0
4875,nkx6-2,setdb1,0,1,2.287917683,0.831873066,3.847691591,6.716044563,38.99418525,8.878892113,3.008593698,1.434772202,0.740190455,10.13443628,1.32204187,0.927243609,0.531456876,1,0.132670598,0.086651557,9.116032364,4.177720404,0,1
4876,nkx6-2,sin3a,0,1,0.398317874,4.068425014,17.11474951,72.94432519,40.3081339,38.84010453,18.94610043,0.389258517,3.853498498,2.355169374,0.532462319,0.932108433,0.67929536,1,0.067725898,0.071745418,5.601153692,3.240080404,0,1
4877,nkx6-2,smad1,0,1,1.126318217,0.237434563,3.576551528,3.606426981,39.28076248,1.737595425,4.130465941,0.856569575,0.222768277,10.98285938,0.481805242,0.924029579,1.163824969,1,0.155285216,0.059395944,6.729857724,1.874639341,0,1
4878,nkx6-2,smad2,0,1,2.076475051,0.876761304,2.946656255,2.189343371,36.82471363,1.862695092,3.387824736,1.218096407,0.626048929,12.49711892,0.8508008,0.914131789,0.888391421,1,0.109967126,0.056120333,4.731169901,1.243189053,0,1
4879,nkx6-2,sp1,0,1,0.822132306,2.015218064,3.020196663,1.381102123,35.95571354,2.33434703,2.143642428,0.646222973,0.819481613,11.90509015,1.690205954,0.909432958,0.863109188,1,0.036864126,0.057396809,1.930896181,1.328547002,0,1
4880,nkx6-2,sp2,0,1,5.346104787,0.0001,3.947818627,8.493113945,43.16714447,5.788353469,1.693897997,2.270887237,1.00E-04,10.9344295,0.681534889,0.943392257,0.782321578,1,0.187912016,0.072662022,6.331799994,4.117720705,0,1
4881,nkx6-2,sp3,0,1,0.79881709,0.323339582,3.052923232,1.552894632,36.19181142,2.177835521,5.721968533,0.633149446,0.267617069,11.8548056,1.402436119,0.912463768,0.604966795,1,0.104297179,0.062576622,7.457520432,2.844232928,0,1
4882,nkx6-2,sp5,0,1,1.00E-04,1.00E-04,5.968596258,6.965725355,42.93954592,88.10088122,12.64976903,1.00E-04,1.00E-04,7.194245358,12.64776843,0.93172466,1.191167091,1,0.2441163,0.216663497,30.67459998,54.30044623,0,1
4883,nkx6-2,stat3,0,1,1.00E-04,0.0001,5.062629954,14.39250672,41.89411562,7.245545014,10.07025852,1.00E-04,1.00E-04,8.275168441,0.503424814,0.937084069,0.829203027,1,0.136527608,0.062875124,10.47862414,2.853597138,0,1
4884,nkx6-2,taf1,0,1,1.399667748,0.311774039,3.490918383,3.029139379,39.19645145,5.139298248,3.781377391,0.999087991,0.282679286,11.22812027,1.696619932,0.921166009,0.514513833,1,0.179862632,0.092622254,14.43418985,4.220750387,0,1
4885,nkx6-2,tbx3,1,0,0.979114062,1.224789726,3.322036184,4.660365576,39.05960859,11.17809044,5.471339629,0.756228487,0.969892481,11.75773123,2.398543688,0.929218417,0.641938549,1,0.117836723,0.102100231,9.090728121,5.0651013,1,0
4886,nkx6-2,tcf4,1,0,0.214294954,0.425505641,3.379820463,6.304870788,36.92629042,11.4009707,8.731716267,0.201517866,0.398604464,10.92551833,1.808279834,0.916281414,0.829757169,1,0.15787709,0.091992703,4.939341174,5.099353387,1,0
4887,nkx6-2,tead2,0,1,0.288909798,0.216241753,4.027064633,4.85542333,35.50229771,8.576909961,5.589789263,0.269570279,0.207021803,8.815924486,1.766459766,0.903849405,0.659009149,1,0.228432068,0.102903983,11.59483295,5.426097861,0,1
4888,nkx6-2,tfeb,1,0,4.585555304,4.891680935,34.4706604,19.25940001,37.1541817,20.83189319,5.593955515,4.047169363,3.90089537,1.077849431,1.081648088,0.917935486,0.650995703,1,0.245136671,0.108247585,11.37554757,6.653950171,1,0
4889,nkx6-2,ubp1,0,1,0.66714019,1.677549085,4.337243024,11.54855774,40.02889055,5.428173763,6.334682328,0.57820295,1.464775139,9.229109443,0.470030447,0.930986277,0.847841641,1,0.090012019,0.066144204,3.300326675,2.649724565,0,1
4890,nkx6-2,usf1,0,1,3.605634621,0.0001,3.654969418,6.344581407,39.88798248,7.652915704,2.005584378,1.815067204,1.00E-04,10.91335601,1.206212863,0.934750227,0.526051657,1,0.18040578,0.095095698,8.942068397,4.304432037,0,1
4891,nkx6-2,usf2,0,1,1.682092466,0.368575451,3.911580024,5.157930376,40.95345874,2.101734974,3.474865246,1.176264664,0.343994302,10.46979954,0.407476414,0.936331605,1.081918187,1,0.186852721,0.067891763,10.61718165,2.513226055,0,1
4892,nkx6-2,yy1,0,1,1.048876336,0.640914356,113.2665134,220.4764319,34.69074895,232.6616564,78.54467474,1.039252596,0.639056649,0.30627542,1.055267696,0.896583113,0.461219892,1,0.183740547,0.122408717,11.20285702,7.709059503,0,1
4893,nkx6-2,zfx,0,1,1.607107293,0.73476652,3.055976311,2.364115021,36.79914826,2.367624469,3.801586267,1.053226198,0.560548231,12.04169945,1.001484466,0.912217175,0.851333126,1,0.110442529,0.061382143,5.23659979,1.29065926,0,1
4894,gtf2i,gtf3c2,0,1,13.10421309,1.141906766,0.441234087,16.95190379,5.833817762,6.466251327,1.103300869,0.426861175,1.069840628,13.22159355,0.38144691,0.648256615,0.480604289,1,0.276052369,0.052853712,3.341069211,2.129014048,0,1
4895,gtf2i,hdac2,0,1,0.397904957,5.671277996,11.13003279,7.548808553,4.05842222,39.46484797,2.4143963,0.38417064,3.238359422,0.364637041,5.227957192,0.63654396,0.40490202,1,0.237704913,0.072299722,3.669081532,6.943770684,0,1
4896,gtf2i,hmga2,1,0,0.278907961,5.387513717,8.702957614,4.016989017,3.748758884,14.09006944,1.801553369,0.270247216,2.301193805,0.430745391,3.507619606,0.630309157,0.609982143,1,0.216669043,0.051257078,1.90385722,5.798219533,1,0
4897,gtf2i,hsf1,1,0,3.507707487,4.339388141,0.36050694,1.279219044,3.569294456,2.303259189,4.837371094,0.326908685,0.987972244,9.900764888,1.800519778,0.624437455,0.95574368,1,0.191197215,0.027599872,0.6260556,1.014469337,1,0
4898,gtf2i,id3,1,0,0.0001,2.359852338,5.212985552,6.222232105,3.565573467,31.70252871,3.62947842,1.00E-04,1.710953683,0.683979158,5.095041164,0.627896051,1.119780375,1,0.12512509,0.053926421,1.14059947,5.987659949,1,0
4899,gtf2i,irf3,0,1,0.0001,12.31664569,4.72820221,58.82801863,3.30242991,14.32348291,4.545124726,1.00E-04,10.1843739,0.698453612,0.243480628,0.619017104,1.177043112,1,0.196755972,0.03611223,1.115161748,1.054371542,0,1
4900,gtf2i,klf13,0,1,17.53152632,3.925847429,25.49185493,53.2251898,15.85233896,15.41975827,2.592205904,10.38763371,3.656171168,0.621858982,0.289707906,0.66340937,0.732450326,1,0.226387002,0.052070202,2.922067586,3.004764893,0,1
4901,nr0b1,nrf1,0,1,8.002473122,2.247981316,70.95055393,88.266713,475.5726082,11.9418987,9.958448202,7.191363296,2.192151486,6.702873788,0.135293343,2.265593232,0.550517568,1,0.197024019,0.09724989,33.39068181,7.030203963,0,1
4902,gtf2i,klf2,1,0,0.424055072,5.416943941,9.178028861,5.842289068,3.391057625,163.4566957,2.1745559,0.405327606,2.810791139,0.36947559,27.97819378,0.623347107,0.493676091,1,0.283526491,0.146112767,7.623955581,43.51109396,1,0
4903,gtf2i,klf3,0,1,0.0001,5.650046271,7.290271768,2.639173716,4.405812111,11.908007,1.44383342,1.00E-04,1.798897078,0.604341272,4.512020913,0.640806213,0.622828036,1,0.182096342,0.047659184,1.600244723,3.110134415,0,1
4904,gtf2i,klf5,0,1,1.825846982,1.520485592,7.305918198,4.782154204,6.463836438,18.17258069,5.181002532,1.460778768,1.153674778,0.884739777,3.80008254,0.657226156,0.536562613,1,0.156945008,0.059039553,4.594833285,2.580459282,0,1
4905,gtf2i,klf6,0,1,0.468356576,8.321150749,16.37482695,11.13931764,6.730447217,38.85904781,2.397821378,0.455333036,4.763088918,0.411024021,3.488458546,0.650498265,0.975930061,1,0.156246543,0.052632278,2.567628837,5.767792877,0,1
4906,gtf2i,klf9,0,1,10.25794259,1.051150433,5.865906553,15.86737442,7.210722682,23.73627371,1.675968631,3.731871473,0.985842302,1.229259726,1.49591691,0.655023528,0.324407582,1,0.233891296,0.05864033,4.00426453,5.866186227,0,1
4907,nr0b1,plagl1,0,1,0.949044794,1.00E-04,53.18157919,8.800070571,351.1652594,5.88217242,13.4818812,0.932405673,1.00E-04,6.603137115,0.668423324,2.222978955,1.532232223,1,0.020691787,0.056997227,8.691437944,1.005314443,0,1
4908,nr0b1,pou2f1,1,0,1.888272267,0.0341953,6.722767319,0.014497773,49.52935361,1.221586707,1.753647064,1.474202384,0.010181237,7.367405602,84.26029836,2.085701287,1.088501145,1,0.085411454,0.047711543,4.564537495,0.51880116,1,0
4909,nr0b1,pten,1,0,46.24901361,0.123703627,1000,451.2905061,48.76056159,329.6272063,22.62828372,44.20459471,0.123669728,0.048760562,0.730410239,2.040077426,0.811210511,1,0.162742958,0.079796385,6.28847685,3.933706774,1,0
4910,nr0b1,rad21,0,1,3.750875318,0.18105144,5.806309589,7.944635957,42.07560708,11.34855174,2.606054371,2.27878225,0.177017366,7.2465318,1.428454596,2.05200763,0.444724299,1,0.187087281,0.103793742,13.06931418,6.231479215,0,1
4911,gtf2i,max,0,1,0.848676879,7.992781473,19.39023024,17.40212855,3.751830927,26.37482886,3.316292599,0.813089363,5.477137369,0.193490788,1.515609357,0.63260588,0.517531444,1,0.268265627,0.049163525,1.960784811,4.268460999,0,1
4912,gtf2i,mitf,1,0,0.014275574,4.192040148,7.87113409,6.517572648,4.380494877,9.391121832,2.559383028,0.01424973,2.551159106,0.556526522,1.440892544,0.640870479,1.012322929,1,0.129679605,0.029435319,1.342977774,2.407673668,1,0
4913,nr0b1,rxrb,1,0,2.862956824,0.392435282,6.840540689,9.294829038,46.72880056,3.426913095,3.532426214,2.01825915,0.376537558,6.831155999,0.368690277,2.098045829,1.386753119,1,0.11210703,0.052399266,8.203747082,1.539069066,1,0
4914,gtf2i,mycn,1,0,0.096074807,9.905001577,11.99760931,3.454352396,6.446954526,21.31056264,1.316149834,0.095311568,2.561154229,0.537353264,6.169191848,0.650629773,0.953969564,1,0.196598352,0.060718515,1.910555199,5.833140453,1,0
4915,gtf2i,nanog,1,0,0.0001,3.552365022,12.68389732,11.24849119,7.879274481,62.91412402,4.150804122,1.00E-04,2.699759128,0.621202954,5.593116707,0.657107696,0.525707115,1,0.074788737,0.072679755,3.351812519,10.4586472,1,0
4916,nr0b1,setdb1,0,1,14.28199477,1.361264195,8.638508742,20.01924992,64.2338041,12.12281444,1.688837002,5.382741117,1.274594614,7.435751473,0.605557875,2.094602117,0.536225494,1,0.177677225,0.081574931,13.47269453,3.04585303,0,1
4917,gtf2i,nfe2l1,1,0,7.067168781,0.491397256,8.569478562,13.44826111,7.820888916,2.259659096,2.293423112,3.873077779,0.474074647,0.912644668,0.168026117,0.656430748,0.924642969,1,0.136493428,0.030058459,1.236921386,0.357383971,1,0
4918,gtf2i,nfib,1,0,0.0001,6.954576925,9.525271723,3.62524623,4.971142432,3.145104929,1.494068741,1.00E-04,2.383031683,0.521889829,0.867556224,0.644053119,1.236493791,1,0.107175559,0.021063942,1.053404102,0.587202891,1,0
