0,gene1,gene2,feedback1,feedback2,kon1,kon2,koff1,koff2,ksyn1,ksyn2,w,bs1,bs2,bf1,bf2,cv1,cv2,convergence,corr,NMI,cmi_given_x1,cmi_given_x2,sign_givenx1,sign_givenx2
644,e2f1,klf13,1,1,3.396885422,10.65858309,29.62713287,12.60650427,13.04846261,23.7369849,2.43301892,3.047478197,5.775498331,0.440422725,1.882915706,0.688182362,0.747470177,1,0.324310719,0.076818624,5.465249273,9.772562393,1,1
645,e2f1,klf15,1,1,0.15697682,0.0001,4.528868408,4.557947436,10.80383286,9.338548513,6.939390594,0.151718063,1.00E-04,2.385547975,2.048849541,0.668181558,0.757042484,1,0.231582003,0.068193128,5.099913442,4.267230139,1,1
646,e2f1,klf2,1,1,1.65429637,7.476400688,13.50362517,5.256104245,12.71673836,153.2729051,1.869861856,1.473750741,3.086332312,0.941727736,29.16093326,0.685879717,0.482473118,1,0.317403179,0.204679015,21.63002044,52.88414693,1,1
647,e2f1,klf3,1,1,0.100611667,0.298239377,3.849580159,3.809778694,10.50613271,9.928605858,6.178962616,0.09804908,0.276587397,2.729163253,2.606084672,0.668367169,0.606218787,1,0.232320081,0.064417535,4.869904749,5.216580663,1,1
648,e2f1,klf4,1,1,0.424306351,0.91283732,3.536110373,4.528719343,9.502791148,43.61729664,5.115400116,0.378847529,0.759706144,2.687357052,9.63126512,0.650890863,0.55948398,1,0.176568322,0.107515786,6.569595533,12.04199724,1,1
649,e2f1,klf5,1,1,1.00E-04,0.352159444,4.952274135,5.098690761,12.18466378,19.42523754,6.970628035,1.00E-04,0.329407714,2.460417871,3.809848145,0.684075217,0.544000257,1,0.280152548,0.094306715,7.4585351,7.330245907,1,1
650,e2f1,klf6,1,1,0.139325299,1.441079293,4.659850082,13.21704062,12.71957018,43.77386601,7.063383419,0.135280533,1.299402902,2.729609313,3.311926419,0.684300232,0.983405394,1,0.061257832,0.070937157,3.757502957,4.608023508,1,-1
651,e2f1,klf9,1,1,8.63073205,0.032869399,2.246597603,10.54406068,12.32095522,24.35135865,1.200105156,1.782586587,0.032767252,5.484273284,2.309485822,0.678609947,0.322529716,1,0.290342801,0.09644199,8.104804815,8.565694839,1,1
652,e2f1,max,1,1,3.677056612,3.758059936,56.21692724,45.77893129,10.03292389,56.81120277,11.4719533,3.45131198,3.472959567,0.178468023,1.240990149,0.664835867,0.523719758,1,0.348070151,0.087043857,6.150910657,8.162204027,1,1
653,e2f1,maz,1,1,4.17054902,5.253485041,43.28624948,31.8527651,9.497602582,44.03158573,7.383138346,3.804037168,4.509699157,0.219413848,1.38234736,0.657334448,0.415164121,1,0.381917582,0.088382174,5.896467576,8.284242187,1,1
654,e2f1,mlx,1,1,9.974715859,0.0001,0.617743058,9.879657025,11.45989385,4.457219034,1.035693452,0.581716816,1.00E-04,18.55123049,0.451151191,0.677808412,0.650625726,1,0.225888543,0.050690843,5.591118459,2.087424283,1,1
655,e2f1,mycn,1,1,0.098860846,1.30435674,5.248952799,4.586346661,9.211437577,18.78901053,3.958935127,0.097033283,1.015537835,1.754909585,4.096727073,0.652611465,0.928937389,1,0.206325002,0.065395067,2.505302429,6.375542785,1,1
656,e2f1,nr2c2,1,1,0.288665083,0.038430874,3.839247409,0.515510998,11.22494495,1.329818567,7.983061653,0.268478722,0.035764651,2.923735763,2.579612406,0.676548347,0.961323302,1,0.1454625,0.034991533,2.225761216,0.992710975,1,1
657,e2f1,nrf1,1,1,12.29301915,1.476777839,0.0001,12.08046581,10.7102655,9.578211804,1.12225429,1.00E-04,1.315913814,107102.655,0.792867755,0.670766093,0.537754764,1,0.39592511,0.0883973,6.154376467,7.256286829,1,1
658,e2f1,ovol2,1,1,3.153654247,5.894779984,40.43648889,26.11123836,11.61808778,32.7060325,5.853005471,2.925494063,4.809095702,0.287316928,1.252565353,0.676007871,1.43228312,1,0.24840579,0.061901391,2.426978908,5.716067674,1,1
659,e2f1,patz1,1,1,4.844254274,8.981842426,48.52683929,33.02130194,11.75696022,19.50358242,5.143283549,4.404563087,7.061188756,0.242277478,0.590636385,0.681835055,0.56880901,1,0.281983039,0.05752095,2.823845177,2.91505292,1,1
660,e2f1,plagl1,1,1,0.80615774,1.275845853,3.336275442,4.276915526,10.70417388,5.517458054,5.399435327,0.649271612,0.982697538,3.208420308,1.29005542,0.671582551,1.540056278,1,0.088115315,0.045456093,1.662181632,2.103003274,1,1
661,nkx6-2,nrf1,1,1,1.553879144,0.701997076,3.771643004,3.537270978,42.56351283,7.454085601,4.063735576,1.100488786,0.585750618,11.28513828,2.107298436,0.940662963,0.521511659,1,0.136956883,0.094599935,13.01835807,4.95550312,1,1
662,e2f1,rad21,1,1,4.793938254,0.089643124,1.981132155,6.154087216,9.961734866,9.77692838,1.432420245,1.401819413,0.088356091,5.028304064,1.588688629,0.663767242,0.426868134,1,0.28205374,0.068121153,4.951890039,5.357836191,1,1
663,e2f1,rest,1,1,2.885364184,5.55476781,23.25119993,14.813367,8.862424213,58.87930195,4.121814808,2.566832397,4.039879691,0.381159864,3.974741324,0.647986047,0.324595016,1,0.399047327,0.120782331,8.090740091,16.58378778,1,1
664,e2f1,sall4,1,1,4.473966141,8.461986922,60.56486396,40.38572598,13.58290059,82.12884156,6.19903173,4.166205793,6.996100017,0.224270306,2.033610628,0.686627822,0.584879019,1,0.327079146,0.100395124,9.537618115,14.25793221,1,1
665,e2f1,setdb1,1,1,10.717369,0.0001,0.0001,10.26974924,10.2323909,8.8744003,0.966126536,1.00E-04,1.00E-04,102323.909,0.864130184,0.666497872,0.530254739,1,0.297515332,0.069249058,5.264750604,4.244700427,1,1
666,e2f1,sin3a,1,1,0.0001,2.734524744,467.6716153,999.3783034,10.50098063,5185.080342,325.0353019,0.0001,2.727062884,0.022453748,5.188305894,0.66957811,0.664087516,1,0.301293255,0.065587527,3.844800623,3.31357345,1,1
667,e2f1,smad1,1,1,6.363461678,1.813748176,3.880147933,13.27688658,13.56487644,2.228161189,1.829661916,2.410397664,1.595753208,3.495968883,0.167822567,0.689804891,1.188115976,1,0.292038198,0.052283159,8.595304919,1.737115591,1,1
668,e2f1,smad4,1,1,7.747309142,0.604080118,1.370112822,7.104454671,11.87893989,1.511536418,1.276915777,1.164220285,0.556741318,8.670045046,0.212758964,0.68272398,1.125865595,1,0.199980972,0.038457753,1.304413142,1.039356614,1,1
669,e2f1,smc3,1,1,3.50810563,6.24854472,34.66057678,23.4563077,10.2763606,109.3352393,5.235038096,3.185673617,4.934136199,0.296485562,4.661229751,0.665654941,0.335847106,1,0.414103535,0.130661546,11.70744458,23.94714478,1,1
670,e2f1,sp1,1,1,2.375939847,1.362557474,2.787564218,2.78759188,10.74383695,2.251550336,3.235516489,1.282672545,0.915209027,3.854202491,0.807704439,0.670758088,0.862981341,1,0.087509524,0.036845565,1.833429444,0.592918829,1,1
671,e2f1,sp2,1,1,5.467156645,0.0001,2.671821576,7.64903555,11.18758902,4.967208162,1.450285005,1.794729841,1.00E-04,4.187251542,0.649390126,0.673841666,0.771769203,1,0.18963839,0.051586928,3.343943787,2.537788797,1,1
672,e2f1,sp3,1,1,0.0001,2.950819422,6.457041211,9.982841346,11.00285466,2.234389996,4.383142241,1.00E-04,2.277588895,1.70400874,0.22382305,0.674595945,0.606321084,1,0.246649155,0.049990692,3.301405573,1.806553332,1,1
673,e2f1,sp5,1,1,0.549945472,3.092795145,10.22981194,7.750604665,11.48022232,110.0814792,3.694500443,0.52188918,2.210656519,1.122232001,14.20295369,0.678630066,1.237899543,1,0.193475047,0.138693637,9.582887256,32.22696377,1,1
674,e2f1,stat3,1,1,7.8988503,0.0001,1.199793787,8.648782718,10.89687265,4.046925783,1.105545732,1.041582836,1.00E-04,9.082287948,0.46791854,0.67394982,0.803332502,1,0.190921481,0.036862241,3.652797078,1.748473142,1,1
675,e2f1,taf1,1,1,3.767326667,0.756355624,4.082800776,8.202148198,13.02699939,5.884040842,2.275890165,1.959362361,0.692497435,3.190701703,0.717378021,0.690914922,0.52991922,1,0.285497802,0.063865695,5.257832707,3.200408161,1,1
676,e2f1,tcf12,1,1,1.992601001,0.654426883,4.905971592,6.274550335,13.79703495,2.336475542,3.752044066,1.417053133,0.592617682,2.812294098,0.372373384,0.694940221,1.34138102,1,0.171886953,0.035679986,2.230697185,0.978259615,1,1
677,e2f1,tead2,1,1,0.446501358,0.0001,4.009706807,4.060981525,9.004565494,7.963236621,5.89497214,0.401762994,1.00E-04,2.245691749,1.96091427,0.65065948,0.652268153,1,0.292801611,0.063313937,3.932337186,3.147519521,1,1
678,e2f1,tfap2c,1,1,0.834394431,3.491971309,10.84933524,8.120199507,10.00298832,17.29658409,3.581138521,0.774806091,2.441877935,0.921990896,2.130068858,0.662086755,0.909198134,1,0.207425475,0.063750584,3.857066789,6.217323838,1,1
679,e2f1,tfdp2,1,1,1.437522557,0.576058504,173.2412403,166.9275355,9.679959609,105.1324957,49.31591566,1.425692435,0.574077392,0.055875608,0.629809189,0.656852784,0.761712634,1,0.300380973,0.062537366,4.144868468,4.577268058,1,1
680,e2f1,ybx1,1,1,4.774478545,2.082636554,89.95339019,67.72037699,9.506515121,2224.480792,17.24218531,4.53383505,2.020499194,0.105682677,32.84802729,0.657808987,0.26229185,1,0.572586657,0.320829381,28.98758908,310.7921633,1,1
681,e2f1,yy1,1,1,1.725221344,1.467464421,112.5690556,122.7743765,9.441845838,133.8802228,34.21244955,1.699179894,1.450131679,0.083876033,1.090457363,0.655318487,0.482627228,1,0.327962394,0.085346797,5.068596793,9.346122673,1,1
682,e2f1,zbtb7a,1,1,6.60647518,0.198381005,1.181206808,6.745982115,10.3337654,3.434418424,1.174790228,1.002045727,0.192713815,8.74848107,0.509105771,0.666374587,0.674127572,1,0.181954241,0.043122948,1.565289104,2.298621569,1,1
683,e2f1,zfp148,1,1,2.971891573,5.748843801,35.16509803,32.05808511,10.48266576,12.89729985,7.090688532,2.740301728,4.874686444,0.298098579,0.402310363,0.668239095,0.893004115,1,0.198123486,0.042837296,4.281157062,1.672799676,1,1
684,e2f1,zfp281,1,1,1.695476272,4.41597723,50.29524994,64.56703034,11.82697071,39.58577135,14.74078745,1.640184877,4.133286527,0.235150849,0.613095742,0.680308949,0.746911203,1,0.183222551,0.045997196,3.043978088,5.212860141,1,1
685,e2f1,zfx,1,1,3.77561696,0.337344431,2.62361546,5.913722853,10.58848675,2.563219225,1.791567532,1.547961752,0.319139337,4.035837917,0.433435805,0.67015667,0.849101244,1,0.184326493,0.042423705,2.16966204,0.988543159,1,1
686,nr0b1,nr2c2,1,1,3.411142654,0.387991267,5.789203038,0.301705105,45.13441454,1.453255732,2.453132133,2.146419067,0.169725332,7.796308791,4.816808567,2.084656902,0.985622698,1,0.140455912,0.053304586,5.453298977,0.573542009,1,-1
687,nr0b1,rfx7,1,1,2.196258302,2.621424519,5.785826619,6.478392043,43.25854304,3.400412752,3.952739927,1.591961232,1.866259131,7.476640052,0.5248853,2.027703265,0.793867162,1,0.044714621,0.042403738,6.307020044,0.588796952,1,1
688,nr0b1,zbtb7a,1,1,0.730769249,3.255926751,5.513876992,4.533031195,41.0586072,4.154591293,2.689662743,0.645252203,1.894889873,7.446413342,0.916515046,2.05110568,0.67797934,1,0.023283345,0.053762226,7.861506967,1.443798544,1,1
689,nr2c2,ovol2,1,1,0.177230232,3.318168693,0.075799379,7.606587383,1.357060953,11.71055969,1.945150635,0.053092369,2.310343585,17.90332546,1.539528714,0.982984504,1.361949067,1,0.120086215,0.021350208,0.401305325,0.405788927,1,1
690,nr2c2,pou5f1,1,1,0.02640471,4.686500084,0.005354695,102.454825,1.302069901,1945.712143,1.257667883,0.004451883,4.481506511,243.1641744,18.9909274,0.95758695,0.303833599,1,0.162049148,0.127099622,3.895153041,42.88986664,1,1
691,nr2c2,rest,1,1,0.0001,0.69435393,4.811603109,17.13060902,1.339883805,64.71878511,16.20712637,1.00E-04,0.667306054,0.278469312,3.777961719,0.972943598,0.330098302,1,0.145559848,0.051009752,2.138637821,2.682080726,1,1
692,nr2c2,smad1,1,1,0.364246948,1.465792322,0.692745747,2.828774669,1.305851348,2.809944105,4.405518088,0.238724946,0.965498082,1.885036975,0.993343208,0.961499809,1.207502797,1,0.080486269,0.015013701,0.260234906,0.132909713,1,-1
693,nr2c2,smc3,1,1,1.00E-04,0.568487779,4.047557685,21.28368572,1.325905861,100.2532129,26.31691188,1.00E-04,0.553698479,0.327581708,4.710331387,0.981598161,0.335912645,1,0.182675254,0.062107342,3.421456198,3.459286545,1,1
694,nr2c2,sp2,1,1,0.335332335,0.0001,1.866828965,7.803851496,1.339056868,6.620416481,6.492275844,0.284269875,1.00E-04,0.717289528,0.848352443,0.975107703,0.786042241,1,0.100773746,0.020801026,0.465282647,2.080663446,1,1
695,nr2c2,sp5,1,1,0.161948824,2.949964647,0.070604676,7.112611211,1.359878187,110.1727197,1.918149115,0.049168661,2.085147175,19.26045513,15.48977112,0.977756028,1.233491453,1,0.144055754,0.0694261,2.300413436,17.72422803,1,1
696,nr2c2,tcf12,1,1,0.143504427,1.22353833,0.167531184,1.664376015,1.356650972,2.383090766,3.522446084,0.0772949,0.705155211,8.09790118,1.431822343,0.980776624,1.343226034,1,0.050754077,0.015510328,0.063796347,0.360987889,1,1
697,nr2c2,tcf4,1,1,0.0001,0.0001,4.057089121,7.45535508,1.360302644,12.62531759,11.28274905,1.00E-04,1.00E-04,0.335290304,1.693456241,0.978700778,0.830446596,1,0.139706821,0.031653574,0.974867418,1.285618926,1,1
698,nr2c2,tfap2c,1,1,1.143544153,1.36307549,0.513428298,6.228823702,1.732068558,14.8514365,0.270431772,0.354337773,1.118344265,3.373535439,2.384308373,1.008288229,0.910056782,1,0.003139948,0.029065158,0.775118202,1.412027572,0,1
699,nr2c2,yy1,1,1,0.056851705,5.386231061,0.016147961,124.2472342,1.303443168,137.3253221,1.33670537,0.012575936,5.162434798,80.7187448,1.105258583,0.954655591,0.482367343,1,0.15290441,0.042901718,1.140628472,3.045125692,1,1
700,nr2c2,zfp219,1,1,1.595413531,1.660324781,4.199178678,4.296828629,1.350203968,7.954174252,4.462695577,1.156151502,1.197573835,0.321540013,1.851173258,0.981738683,0.522381572,1,0.10768563,0.027578499,0.498079859,1.164610274,1,1
701,nr2c2,zfp57,1,1,0.017667923,3.719209453,0.003718538,40.93721552,1.305851035,76.13143671,1.320370593,0.003071983,3.409455169,351.173209,1.859712141,0.958838344,0.5986253,1,0.115459497,0.034254524,0.787960742,1.838385637,1,1
702,nr2f6,nrf1,1,1,6.168702466,1.859253906,40.41800113,52.84509046,36.86328159,8.825564997,7.600929839,5.351883778,1.796062853,0.91205108,0.16700823,1.073683663,0.53594316,1,0.304479738,0.058171572,2.312298038,6.604272704,1,1
703,nr2f6,sall4,1,1,6.710106128,107.8106527,545.7053566,189.6784098,33.89747506,366.8372403,2.643153392,6.628599495,68.73984874,0.062116808,1.93399576,1.061998114,0.602936654,1,0.186508057,0.055966875,2.230321493,3.855756987,1,1
704,nr5a2,nrf1,1,1,1.957123741,0.639678609,6.812634819,5.448904291,8.421842856,10.28691085,4.855220995,1.52035763,0.572472704,1.236209349,1.887886133,0.906158945,0.545413658,1,0.071272136,0.032867446,1.404506355,1.998002293,1,1
705,nr5a2,pou5f1,1,1,0.0001,5.069220773,153.8361213,347.257531,5.702104954,6382.551526,68.6887474,1.00E-04,4.996285638,0.037066099,18.37987936,0.877686077,0.303786702,1,0.189049823,0.189870689,8.65875929,74.84141878,1,1
706,nr5a2,pura,1,1,0.156982668,5.846455399,16.17538336,53.63805299,7.200092417,24.96548997,10.26367676,0.155473789,5.271834516,0.445126539,0.465443628,0.899469745,0.662435249,1,0.051582623,0.031812295,0.869425639,0.935957187,1,-1
707,nrf1,patz1,1,1,2.24026921,7.612950196,29.09851585,20.23916449,7.392997573,13.79495811,3.940184106,2.080122411,5.532066523,0.254067857,0.681597213,0.520274438,0.569853051,1,0.302689623,0.061163295,3.134647582,2.894552592,1,1
708,nrf1,plagl1,1,1,0.339193166,0.338456004,5.44868454,3.987775649,9.623898243,3.90019717,5.649365479,0.319315067,0.311977425,1.766279214,0.978038263,0.541321232,1.483860891,1,0.181904778,0.045095336,4.053962052,1.332422267,1,1
709,nrf1,pou5f1,1,1,0.351804941,4.689038919,181.1013057,199.4904882,8.046707092,3593.438746,37.75537381,0.351122854,4.581353853,0.044432077,18.01308312,0.528962349,0.292430412,1,0.481215209,0.253995873,21.13535201,138.0194861,1,1
710,nrf1,pura,1,1,2.231336416,7.144175046,46.46695734,42.85755534,7.885465106,19.7158352,7.140076089,2.129097471,6.12342563,0.169700483,0.460031727,0.527065075,0.653501138,1,0.280204487,0.053365076,2.972200239,1.943337188,1,1
711,nrf1,rest,1,1,1.710166915,8.400568389,22.59214033,13.46482974,8.561465291,57.22149249,2.799876921,1.589821515,5.173115185,0.378957689,4.249700411,0.533093542,0.324748845,1,0.39324329,0.115118063,9.548519112,15.00508999,1,1
712,nrf1,setdb1,1,1,1.573550296,9.753564373,14.82852408,3.314699187,9.115342773,9.4800797,1.482024464,1.422590089,2.473942444,0.614716793,2.860012075,0.53829411,0.535419259,1,0.270032763,0.054198529,4.686964296,3.279764937,1,1
713,nrf1,sin3a,1,1,2.062917532,5.445450513,95.6125002,88.59342617,8.67189487,48.82272152,15.29056673,2.019348446,5.130124211,0.090698338,0.551087407,0.535890492,0.690662877,1,0.327139845,0.06507642,4.746858527,3.877731565,1,1
714,nrf1,smad1,1,1,6.970113515,1.577634249,1.334989816,10.71662594,8.692947358,2.292582152,1.366939604,1.120399132,1.375187759,6.511620726,0.213927608,0.533503481,1.18746885,1,0.253507311,0.053309442,5.755148533,2.016559495,1,1
715,nrf1,smc3,1,1,1.816399398,5.34974646,49.50185648,42.42560041,7.617830569,174.3226563,8.633028382,1.752108305,4.750697179,0.153889795,4.108902518,0.524600079,0.332603115,1,0.47052221,0.132088685,12.90282571,21.65498091,1,1
716,nrf1,sp1,1,1,5.123817045,0.924667319,11.68664492,1.05590853,18.40108232,1.79717097,2.70062915,3.562081194,0.492969815,1.574539353,1.702013877,0.558272126,0.847407117,1,0.123960144,0.044331665,2.742724519,0.929149291,1,1
717,nrf1,sp2,1,1,7.24278653,0.725306388,1.924101948,9.82711258,9.47769792,4.399540031,1.359071662,1.520238815,0.675453424,4.925777414,0.44769407,0.538112093,0.76225747,1,0.224404868,0.049222587,4.050434617,2.033463577,1,1
718,nrf1,sp3,1,1,1.310989127,7.85982841,5.740948284,6.379944655,9.22332496,2.145408253,2.225434506,1.067269934,3.521493638,1.60658562,0.336273803,0.539194976,0.602537669,1,0.191876373,0.048165423,2.952312932,1.906922498,1,1
719,nrf1,sp5,1,1,0.891566235,7.00762841,15.14940342,9.62568767,10.11165222,138.6293438,2.513291497,0.842012475,4.05530936,0.667462074,14.40201973,0.544472087,1.251643544,1,0.231315315,0.118682245,8.784757047,38.63212336,1,1
720,nrf1,stat3,1,1,11.42658239,0.995202434,0.996420397,13.52612577,10.6227787,4.045000507,1.157206636,0.916499815,0.926997386,10.66094064,0.299050931,0.548454123,0.813600235,1,0.232516886,0.042891665,3.158174285,1.880190654,1,1
721,nrf1,taf1,1,1,5.572189097,1.019223844,1.344058873,8.277641066,7.947334419,5.862525588,1.394037485,1.08286317,0.907485397,5.912936239,0.708236265,0.527615522,0.531451038,1,0.325528873,0.061075709,3.89103551,4.166767138,1,1
722,nrf1,tcf12,1,1,1.316062641,1.63848979,4.933624014,4.378407896,9.914454397,2.413976267,4.651800503,1.038925407,1.192304907,2.009568295,0.551336542,0.543215501,1.335559085,1,0.170376874,0.04032955,2.760790527,0.985450331,1,1
723,nrf1,tcf4,1,1,1.164865123,8.264345238,13.51341007,4.97156749,8.718669666,11.84193721,1.739624488,1.072421649,3.104187143,0.645186494,2.381932305,0.531229585,0.828343211,1,0.288270823,0.063849806,5.405503617,3.722942782,1,1
724,nrf1,tead2,1,1,0.233075047,3.878488725,6.415968803,3.534494739,6.751266418,9.308471111,1.980739824,0.224904853,1.84925517,1.052259857,2.63360729,0.511497288,0.66456175,1,0.20441478,0.049276472,2.81517519,3.196066936,1,1
725,nrf1,usf1,1,1,10.79345355,0.793401617,0.0001,11.76161524,9.036658578,7.41990184,1.067466749,1.00E-04,0.743263403,90366.58578,0.630857386,0.537350353,0.52448513,1,0.310365557,0.06853858,5.184980021,5.004198198,1,1
726,nrf1,usf2,1,1,4.251844062,1.230515223,3.094341933,8.361001075,8.995318243,2.265224023,1.982045324,1.79095103,1.072649911,2.907021408,0.270927369,0.53681984,1.077668256,1,0.215287478,0.035003966,1.810635281,0.957185566,1,1
727,nrf1,yy1,1,1,1.242477795,4.206565146,110.0128187,106.1872624,7.56367779,113.4074511,20.97136207,1.228602042,4.046273663,0.068752695,1.067994866,0.523098823,0.471602901,1,0.404890734,0.087603724,7.571168081,8.545246645,1,1
728,nrf1,zbtb7a,1,1,8.896553279,0.0001,1.700281049,10.24484903,10.22303072,4.108925651,1.16512061,1.427467909,1.00E-04,6.012553471,0.401072348,0.543072021,0.675398864,1,0.178605711,0.041350559,3.909957418,1.459485688,1,1
729,nrf1,zfp148,1,1,0.785902033,6.456605211,10.04842323,3.731337685,7.483728117,3.779770949,1.701320812,0.728894145,2.36473394,0.744766412,1.012980134,0.522488876,0.869086946,1,0.159095837,0.036111923,1.990969412,1.121621602,1,1
730,nrf1,zfp281,1,1,1.851709006,10.69565994,39.21281176,31.98833042,12.52409458,21.60899962,4.179229384,1.768210497,8.01556512,0.319387823,0.675527586,0.553686267,0.738614882,1,0.222574503,0.049825604,4.896819714,2.663969743,1,1
731,ovol2,rest,1,1,19.87318422,2.495849433,4.64791761,22.87946179,10.52993373,54.89540959,1.280805874,3.766915677,2.250364192,2.265516433,2.399331335,1.35922788,0.321972056,1,0.22204885,0.087770079,3.208977343,5.953642087,1,1
732,ovol2,sin3a,1,1,16.12575687,13.21264363,212.1763791,104.7714434,9.486720791,57.92682048,9.608302241,14.98673978,11.73300383,0.044711484,0.552887491,1.347115439,0.702216798,1,0.218301153,0.046770461,1.419683399,2.496641251,1,1
733,ovol2,smad4,1,1,16.01245273,0.91913451,5.994580864,21.34347931,11.42802192,4.290578848,1.393046104,4.361693833,0.881187113,1.906392153,0.201025277,1.361181084,1.149839358,1,0.097421777,0.027839564,0.413198701,0.327224276,1,1
734,ovol2,sp5,1,1,5.613352366,26.2167957,38.29241581,8.028147899,11.00828575,134.5849269,0.189138614,4.895685278,6.146084391,0.287479531,16.76413148,1.365720372,1.253131291,1,0.22021786,0.108761637,4.541740113,18.83042101,1,1
735,e2f4,elf1,1,1,2.533570786,1.486040748,16.41346707,19.68633616,82.06549845,1.843641648,6.726687001,2.194785327,1.381738944,4.999888086,0.093650826,0.384666827,1.257464376,1,0.254309644,0.074766765,10.8952857,2.02928538,1,1
736,e2f4,elf2,1,1,9.462183752,1.059036055,14.55633705,3.705919907,81.3872178,2.338856794,3.263756443,5.734521999,0.823659826,5.591188053,0.631113692,0.3870992,0.716938545,1,0.290600084,0.080235121,13.92254168,4.463536517,1,1
737,e2f4,elf3,1,1,4.361931453,103.8301159,387.320331,216.5913311,270.2826178,314.8051794,3.077524048,4.313355228,70.18476205,0.697827086,1.453452351,0.384334848,1.078726477,1,0.269468216,0.125816421,14.40758867,10.75867707,1,1
738,ovol2,tcf12,1,1,1.362092164,0.023773954,8.937386724,2.043825066,13.09674637,1.935261051,4.470321519,1.181957316,0.023500593,1.465388796,0.946881944,1.372672643,1.320136432,1,0.052028249,0.019504329,1.224899181,0.320424683,1,-1
739,ovol2,tfap2c,1,1,7.989715415,5.777454179,45.12315531,74.09762975,52.59530261,12.53268184,7.165978099,6.787830607,5.359564455,1.165594521,0.169137419,1.426845219,0.890491769,1,0.195825678,0.050874687,5.468150074,2.148370336,1,1
740,ovol2,yy1,1,1,11.17381882,6.000070597,152.7579549,108.4966232,8.547025273,116.0946154,15.4651625,10.41219571,5.685643639,0.055951425,1.070029758,1.336197935,0.473682436,1,0.20911772,0.055451749,2.567997186,4.681968136,1,1
741,e2f4,ep300,1,1,13.9044159,60.66738004,37.85555254,23.39982218,111.9539306,1.498226057,1.846393152,10.16923624,16.88656061,2.957397875,0.064027241,0.374828297,0.790426428,1,0.313181869,0.070369158,7.436731355,1.592423562,1,1
742,e2f4,erf,1,1,32.72314339,3.243736971,24.8509968,70.37129376,123.9042327,10.3827774,1.798951098,14.12444422,3.10080652,4.985885827,0.147542795,0.375410758,0.94309753,1,0.30604421,0.09575844,15.95218523,4.36815547,1,1
743,ovol2,zbtb7a,1,1,2.827636053,1.315724481,87.6906727,2.290020324,98.71392469,2.538160097,2.375578106,2.739305574,0.835620923,1.125706094,1.108357018,1.435842136,0.656121673,1,0.052805515,0.028472605,3.935361072,0.568421961,1,-1
744,ovol2,zfp281,1,1,8.382585193,0.740291082,8.145096378,15.18284996,12.8290523,7.896518803,2.001581642,4.131067264,0.705873822,1.575064518,0.520094635,1.37520778,0.733086781,1,0.120652765,0.04055186,1.556707998,1.314274474,1,1
745,e2f4,etv4,1,1,4.702947052,5.313880699,30.04591703,46.22345099,130.3830487,11.07857356,8.238099684,4.066445355,4.765980232,4.339459786,0.239674306,0.376616175,0.944887195,1,0.34777453,0.132432922,16.55244793,9.26823545,1,1
746,e2f4,etv5,1,1,8.112630906,1.232966302,29.95562627,31.99802033,132.383893,8.505792446,4.873280508,6.38376846,1.187219664,4.419333178,0.265822459,0.376924882,0.587168641,1,0.302126302,0.104470047,13.09532771,6.7119232,1,1
747,patz1,pou2f1,1,1,5.832711023,0.266480929,68.59397239,0.129822503,38.89400713,1.218498961,1.592485732,5.375609936,0.087294781,0.567017856,9.385884032,0.60033832,1.049336792,1,0.097988587,0.023193458,1.32494548,0.094779275,-1,1
748,e2f4,gabpa,1,1,1.411085396,16.03187745,33.60109982,39.09300653,105.1671206,2.072380478,3.331050532,1.354214853,11.36935345,3.129871378,0.05301154,0.391080181,0.628290464,1,0.298662661,0.089900369,13.87014214,3.945903872,1,1
749,patz1,rbpj,1,1,23.32639503,4.212413429,60.96141981,95.73101438,35.36581372,9.897905534,3.772408796,16.87088653,4.034868719,0.580134351,0.103392883,0.592134395,0.698801946,1,0.26791719,0.047219296,3.607959392,1.707548175,1,1
750,patz1,setdb1,1,1,4.515121413,72.54433638,89.22710907,18.09956581,19.58770682,25.89859021,1.311645141,4.297649295,14.48548616,0.219526409,1.430895662,0.568686831,0.552762963,1,0.268717675,0.054582448,3.382788333,6.029313501,1,1
751,e2f4,hdac2,1,1,10.32646641,1.912206003,19.12233488,29.8725867,92.22895588,28.5172785,3.034327463,6.705405318,1.797165712,4.823101179,0.95463037,0.368253122,0.382185147,1,0.438041295,0.192561219,28.31032637,21.93940455,1,1
752,patz1,sp2,1,1,8.849929448,1.808589421,24.15323572,29.56214033,15.86567752,4.965200932,3.95735106,6.476785817,1.704320387,0.656875861,0.1679581,0.569905164,0.772276364,1,0.208832087,0.041068471,1.450310342,2.359847641,1,1
753,patz1,sp3,1,1,0.050665835,9.702018628,20.11860224,24.61404967,10.35263819,2.176186153,3.541769241,0.05053856,6.959013088,0.51458039,0.088412357,0.562142936,0.599906662,1,0.213729917,0.045392291,1.686318463,1.579465655,1,1
754,e2f4,hsf1,1,1,7.711021306,0.605041243,16.70900338,0.510801996,89.30335139,1.576695482,2.413708311,5.276140493,0.276971051,5.344624652,3.086705799,0.390957225,0.918479418,1,0.395566368,0.093071891,12.98071018,3.53003189,1,1
755,patz1,sp5,1,1,24.97907836,15.91346282,57.73424821,205.0483184,33.12939405,98.29325933,0.786331794,17.43550127,14.76738996,0.573825677,0.479366327,0.590232364,1.213315954,1,0.242955445,0.113980795,8.94871822,25.92507926,1,1
