,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
42,sp2,yy1,1,1,2.904056668,0.0001,508.0933014,30.30727794,258.4941154,4.999272981,132.6013261,2.88755258,1.00E-04,0.508753244,0.164952887,1.240884165,1.408325195,1,0.074620508,0.149030616,1.18019569,1.565494338,1,1
43,foxo1,foxp4,1,1,0.387269581,0.714398412,0.680104565,1.620704981,2.643169062,3.734213395,-1.628172043,0.246758656,0.495836316,3.886415703,2.304067329,1.884460449,1.551604407,1,-0.06086295,0.049539969,0.139861516,0,1,-1
44,sp2,zbtb7a,1,1,0.228822777,0.045691599,1000,1000,667.8835826,603.2343984,995.4129447,0.228770429,0.045689512,0.667883583,0.603234398,1.354823975,1.512551939,1,0.099319313,0.077648726,0.756111432,1.628038438,1,1
45,foxo1,klf5,1,1,1.35012114,2.015857743,0.0001,22.44311269,2.170586079,68.29363341,-4.921572776,1.00E-04,1.849714918,21705.86079,3.042966203,1.697692308,0.630493092,1,-0.05571164,0.139113758,1.291843572,2.840168623,-1,1
46,foxo1,patz1,1,1,0.392181454,0.645817154,0.570565874,2.421317351,2.497882515,8.050757405,0.009533942,0.23242376,0.509833618,4.377903808,3.324949289,1.69471823,1.513130982,1,0.000347943,0.081658725,0.314366052,0.678832515,-1,1
47,arhgef12,sp2,1,1,1.594033479,4.098912955,123.0178093,600.683218,156.5840824,326.818322,-1.019839036,1.573642618,4.071132558,1.272857023,0.544077664,2.322274882,1.310097669,1,-0.024926627,0.083829062,3.001824975,0.566389722,1,1
48,ep300,ezh2,1,1,0.0001,2.098186792,18.80358896,154.6954177,5.826742884,414.301202,52.03920289,1.00E-04,2.070109194,0.309873977,2.678173718,1.774679422,0.711869723,1,0.096038483,0.201341817,1.908782318,2.268854627,1,-1
49,arid2,irf1,1,1,0.0001,1.435996006,31.14345077,72.02499276,10.93078506,190.2959455,51.14511144,1.00E-04,1.407925536,0.350981821,2.642082119,1.088420407,2.451419753,1,0.124882907,0.133311835,1.733832866,11.93621047,1,1
50,arid2,taf1,1,1,0.776983143,0.001,4.230761154,0.002385573,19.64633954,6.597224454,-1.239050555,0.656429303,0.000704629,4.64368912,2765.467797,1.229581704,3.15506499,1,-0.06159788,0.191686645,0.828234044,2.228859679,-1,1
51,ep300,gabpa,1,1,1.097056285,1.843041734,0.890496754,7.523405213,6.130955789,7.566990782,-2.52124337,0.491521505,1.480385238,6.884871577,1.00579333,1.796057198,1.191772461,1,-0.057158745,0.102638894,0.562068043,0.238666428,1,1
52,arid2,zbtb7a,1,1,0.0001,1.849258791,71.98955787,174.6824564,12.82527981,123.5821931,88.12827665,1.00E-04,1.829886872,0.178154724,0.707467685,1.145311309,1.540558094,1,0.11408893,0.122534391,3.65405868,1.619673122,1,1
53,ep300,gtf3c2,1,1,0.059453682,0.889205847,1.226204245,5.892922308,5.404523561,15.94076331,7.859218863,0.056704319,0.772621934,4.407523123,2.705069315,1.744726879,1.220587864,1,0.177786793,0.195403295,1.02040976,2.068349033,1,1
54,ep300,hdac2,1,1,1.191348763,3.21972128,0.879253763,7.524234646,6.054762626,8.66113976,-2.900531424,0.505890372,2.254843428,6.886251594,1.151099104,1.776553413,0.844148748,1,-0.118674384,0.125692803,0.915773179,0.26077298,-1,-1
55,ep300,irf1,1,1,0.399305951,0.066432256,1.191543833,0.078584935,5.943794338,2.782449949,-2.00563656,0.299079491,0.035999694,4.988313628,35.40691301,1.802821312,1.820080262,1,-0.150937443,0.120741023,0.603206699,0.274923414,1,-1
56,ep300,klf10,1,1,0.411424493,1.906608982,1.202312972,2.17789762,5.590146419,6.565411149,-1.429083944,0.306531276,1.016621974,4.649493559,3.01456372,1.802573209,0.54530323,1,-0.042935566,0.171613467,2.368823159,0.849672245,-1,1
57,ep300,klf16,1,1,187.7956634,31.30963242,1000,112.4334318,6.082389081,1.042604799,-1.518564235,158.1043518,24.48987324,0.006082389,0.009273085,1.854263967,0.742190754,1,-0.004621932,0.089286802,0.935077349,0.231601713,-1,1
58,ep300,klf3,1,1,1.011214927,1.096862832,0.793578028,5.474740507,5.775382352,11.32924436,-2.464507899,0.444637123,0.913786038,7.277649014,2.069366456,1.753761574,1.359909767,1,-0.067666507,0.138309073,0.551292858,0.430835156,1,-1
59,ep300,klf4,1,1,0.18866556,0.929953478,1.156537907,5.756378449,5.806648405,54.97918339,8.105323884,0.162205106,0.800612984,5.020716026,9.551002229,1.775675765,0.652027283,1,0.2440085,0.301175639,5.056533026,10.55579565,1,1
60,ep300,klf5,1,1,0.260600228,1.381582328,1.778490659,9.75584164,6.295087248,33.00802838,8.932680539,0.227294955,1.210198916,3.539567226,3.383411663,1.869347293,0.597053827,1,0.158654233,0.247737267,1.750086066,7.856796457,1,1
61,ep300,klf9,1,1,0.535758782,0.407025956,0.207789723,1.383990822,2.672438745,13.92239147,-3.559420877,0.149721462,0.314525355,12.86126526,10.05959812,1.500270416,1.99981274,1,-0.191754194,0.274911972,0.752322581,1.940925942,-1,1
62,ep300,max,1,1,1.106126855,1.507610285,0.690591043,9.467738887,5.870923704,16.20525973,-2.566316848,0.42515372,1.300519947,8.501302996,1.711629347,1.72824559,1.377411405,1,-0.072908852,0.167152132,0.979234826,1.349821919,-1,-1
63,arid5b,nr3c1,1,1,1.090107029,0.694167165,2.11225869,8.605411494,12.20489706,15.21019198,-1.626952033,0.719027196,0.642351048,5.778126099,1.767514777,1.056778067,2.469991407,1,-0.024394528,0.157377627,2.192672279,2.633374471,1,-1
64,ep300,nr2c2,1,1,0.399716088,0.13931372,1.554323995,0.19845862,6.309967498,5.182827213,2.72179966,0.317950646,0.081853975,4.05962175,26.11540491,2.079522498,1.560818371,1,0.177261547,0.215928147,2.407175756,1.084796022,1,-1
65,ep300,nrf1,1,1,0.400320206,0.859325847,1.261662356,1.236431856,5.959119855,5.428173704,0.35761911,0.303895447,0.50697552,4.723228703,4.390192372,1.863207272,0.905686119,1,0.014929161,0.135701787,0.661369323,1.12218339,1,1
66,ep300,patz1,1,1,0.360205138,0.747806578,0.882059113,3.405401114,5.409764773,9.53624601,0.06863733,0.255760579,0.613160127,6.133109099,2.800329738,1.705520879,1.464074387,1,0.002178431,0.165657338,1.226639027,1.407764008,-1,1
67,foxp4,gtf2i,1,1,0.627847192,0.479403576,1.256175423,0.334946612,3.418088751,5.333184581,1.65141949,0.41861823,0.197181269,2.721028201,15.92249151,1.568422867,0.70661157,1,0.081817302,0.106038393,1.195434036,0.075100204,1,1
68,ep300,polr3g,1,1,1.189891632,1.041791591,1.276341325,40.87550586,6.587414648,103.4377506,-1.884170983,0.615800652,1.015899423,5.16117007,2.530555853,1.806220762,1.399903922,1,-0.014528902,0.145291324,1.651609053,2.897964333,-1,-1
69,foxp4,id1,1,1,0.740157287,0.302817167,1.499999051,1.655392311,3.630175401,11.50292581,0.090173309,0.495606137,0.255989574,2.420118465,6.94876117,1.453643499,2.455641761,1,0.002821997,0.112525504,0.866834645,2.825567,0,1
70,ep300,pura,1,1,0.37575771,0.441517554,1.162413823,1.342254972,5.900583439,12.397616,0.029420225,0.2839644,0.33223358,5.076146999,9.236409075,1.889360333,1.421606648,1,0.001440106,0.180033727,2.526912622,2.975190721,1,1
71,ctcf,e2f1,1,1,0.679778274,0.896783532,0.963841411,3.631104062,9.670252988,11.74275978,0.988864164,0.398631421,0.719168543,10.03303332,3.233936451,0.778245583,1.166275132,1,0.033156019,0.162335912,3.571618394,3.711274159,1,-1
72,ep300,rad21,1,1,0.0001,0.348327329,2.817206294,5.6930082,6.009950962,11.71205932,8.485820321,1.00E-04,0.328243702,2.133301695,2.057270763,1.743358494,0.57850831,1,0.267988119,0.201574503,3.490021648,4.19653451,1,1
73,ep300,rest,1,1,0.408786519,0.907597073,1.271894341,1.255908571,6.22511552,13.51297844,-1.884810108,0.309358708,0.526857393,4.894365294,10.75952402,1.802632058,0.613189787,1,-0.092176403,0.216444509,2.753279291,2.115742881,-1,1
74,ep300,rreb1,1,1,0.322702311,0.512103747,1.148523861,1.773627356,5.699241314,5.93308975,5.705375572,0.251920004,0.397370108,4.962231528,3.345172665,1.695460647,1.78125,1,0.223836659,0.171418777,0.722613078,1.398876004,1,1
75,foxp4,mycn,1,1,0.782249074,0.263968323,2.770009731,0.910593067,5.129408837,19.79205719,1.091722669,0.609988648,0.204644667,1.851765638,21.73534799,1.657142857,1.80215741,1,0.038389086,0.215754522,2.147551371,4.478912713,1,1
76,foxp4,nr3c1,1,1,2.597987231,2.501016318,0.192000036,52.03738279,3.288154078,83.85964371,-3.650105378,0.178787067,2.386324968,17.12579931,1.61152693,1.466540088,2.468093539,1,-0.068547231,0.091190054,6.66E-16,1.68167055,-1,1
77,foxp4,nrf1,1,1,0.442261224,0.686868067,0.89433704,1.389094982,2.839681577,6.316972502,4.51210054,0.295923319,0.459605957,3.175180553,4.547545405,1.536104692,1.125226337,1,0.19253918,0.08778795,1.870811286,1.685705835,1,1
78,ep300,sall4,1,1,0.955161959,1.744418556,1.562263326,2.475106704,5.822438622,13.01763004,3.894675552,0.592754235,1.023248303,3.72692524,5.259421753,1.819439828,0.395904894,1,0.194604492,0.220251177,1.840582018,4.010921433,1,1
79,ep300,sin3a,1,1,0.352166659,0.237210062,0.953128086,0.40293823,6.081649425,6.049799673,-0.782682556,0.257152597,0.14931072,6.380726278,15.01421118,1.754850088,1.449250158,1,-0.059474665,0.166908385,1.139409027,0.993142478,1,-1
80,foxp4,setdb1,1,1,0.0001,0.793455079,3.799078944,32.46330172,2.661748498,64.82448582,11.09850815,1.00E-04,0.774524461,0.700629952,1.996854368,1.618916437,2.151187223,1,0.053688074,0.06150477,0.153679128,5.060718404,-1,1
81,ctcf,ep300,1,1,0.498069019,0.422257802,0.887005635,0.824715945,9.583673378,5.512241409,4.045066214,0.318964776,0.279270308,10.80452367,6.683806036,0.800681496,1.784449587,1,0.265063772,0.270517339,6.495387933,3.079344139,1,1
82,ep300,smc3,1,1,0.41101165,1.928334221,1.229537127,4.772789328,5.882239626,37.84829162,4.044479447,0.308039657,1.373431324,4.784108994,7.930015136,1.792790228,0.416456228,1,0.122538143,0.281089254,3.379256295,5.453899475,1,-1
83,ep300,sp1,1,1,0.452068468,0.378178066,1.574954982,0.490071735,6.885973892,8.267155463,-1.185472522,0.351247779,0.213457441,4.372171885,16.8692762,1.792242147,0.971665943,1,-0.068929575,0.187343619,1.546767765,0.243383151,1,-1
84,ep300,sp2,1,1,0.0001,1.298371854,53.21317287,162.9641476,6.154360021,144.0294687,112.208922,1.00E-04,1.288109199,0.115654822,0.883810769,1.781616559,1.477327439,1,0.145909407,0.161036099,0.954007588,1.73049089,1,1
85,ctcf,hdac2,1,1,0.496458387,1.246249471,1.299239005,3.426267422,10.21504306,5.34976668,4.765457136,0.359202003,0.913850941,7.862327886,1.561397877,0.798236735,0.856062652,1,0.163047907,0.160405179,3.85881239,2.332933417,1,1
86,foxp4,taf1,1,1,0.26944348,0.015618553,0.321944893,0.041789487,2.563846641,7.067062924,1.462256534,0.14668187,0.011369336,7.963619544,169.1110234,1.645594574,3.17242897,1,0.148837159,0.180146437,2.796149069,1.929805732,1,1
87,ctcf,irf1,1,1,0.724503381,0.092777817,1.10037983,0.11653006,10.05193599,2.957023332,0.752397258,0.436865714,0.051653119,9.134969322,25.37562706,0.778079751,1.78963609,1,0.062200733,0.146905994,3.042421397,1.051164844,1,1
88,ep300,stat3,1,1,0.398998078,0.693998687,1.197350169,1.013053587,6.251669647,7.118915059,1.93234872,0.299270799,0.411854909,5.22125424,7.027185087,1.775748722,0.900619563,1,0.096356392,0.214764649,2.333466744,2.691001146,1,1
89,ep300,taf1,1,1,0.837791381,0.115700998,1.069628926,0.087159131,6.91976504,8.644514133,-3.270543353,0.469810399,0.049711092,6.469313674,99.18082075,2.051333102,3.27066688,1,-0.278054479,0.146318608,0.457937487,0.501024455,-1,-1
90,ep300,tbp,1,1,0.4153497,0.245294744,1.276691196,0.402988252,5.739202572,3.093360051,2.07963405,0.313392724,0.152481093,4.495372561,7.676055157,1.834809116,1.821326052,1,0.119842782,0.150195095,1.116720059,1.223362649,1,0
91,foxp4,zfp57,1,1,0.0001,2.168724802,3.916389532,31.35693428,2.907373847,173.8127523,9.72580934,1.00E-04,2.028433234,0.742360744,5.543040361,1.501992252,0.538712858,1,0.08296899,0.168791433,2.99142772,8.867502721,1,1
92,ctcf,klf3,1,1,0.689582284,0.492780812,1.108989306,0.600908989,10.65164874,3.632527619,-0.11319297,0.425192627,0.270749914,9.604825484,6.045054547,0.805148271,1.203592212,1,-0.006593371,0.130249877,1.484393163,1.813461331,1,-1
93,ctcf,klf4,1,1,1.00E-04,1.283979442,99.65095534,999.9997031,9.700795846,9999.995851,148.7992859,1.00E-04,1.282332952,0.097347746,9.99999882,0.790027335,0.72234052,1,0.068670002,0.336532791,9.218169355,29.72512574,-1,1
94,ep300,tfdp1,1,1,0.281200764,0.515328129,0.617621515,1.768767684,5.149015904,5.363886289,0.625196408,0.193225787,0.399061955,8.336846727,3.032555568,1.74540181,1.85785124,1,0.029515074,0.151144572,1.538537684,1.535464028,1,1
95,ctcf,max,1,1,1.00E-04,2.252079192,32.22745559,106.3696218,10.72492953,107.7379,46.21670156,1.00E-04,2.205386306,0.332788591,1.01286343,0.771064262,1.172541733,1,0.135906586,0.137438548,1.999678287,2.776534058,1,1
96,ep300,wrnip1,1,1,0.310611641,0.001,0.917305077,0.002083701,5.35711349,3.2170965,-0.933310203,0.23203987,0.000675714,5.840056513,1543.933891,2.046107332,2.924008928,1,-0.08529908,0.146173376,1.327491761,0.234630852,1,1
97,ep300,yy1,1,1,0.181240408,0.171778972,0.374583701,0.161295718,4.937382412,4.1148203,0.749051114,0.122142422,0.083186185,13.18098571,25.51103242,1.881405896,1.152709487,1,0.079768643,0.224578167,1.44845507,0.730928455,1,-1
98,ctcf,mlx,1,1,1.00E-04,2.640271741,85.37871624,405.5847017,10.77461613,427.5472988,118.4969085,1.00E-04,2.623195288,0.126197917,1.054150457,0.791140136,0.883566214,1,0.110059323,0.163824393,2.184275585,1.846387465,1,1
99,ctcf,mycn,1,1,0.462773857,0.341161278,0.729767624,0.925023498,8.682667095,19.96906214,3.434560623,0.283191305,0.249238661,11.89785187,21.5876269,0.807674004,1.738463087,1,0.251628892,0.310049541,6.77768063,9.279376799,1,1
100,ep300,zbtb7a,1,1,0.0001,1.31760134,119.926759,261.9633695,5.876549436,100.9151117,198.9843689,1.00E-04,1.311007345,0.049001153,0.385226041,1.775267729,1.348312637,1,0.19358846,0.155992251,1.533076894,1.23581334,1,1
101,ctcf,nr2c2,1,1,0.731641968,0.095422216,1.432306277,0.147856515,11.31492637,4.874320477,-1.005320194,0.484270077,0.057994368,7.899795278,32.96655859,0.863493006,1.782928719,1,-0.082114515,0.213541875,4.302757806,1.959175196,1,-1
102,ctcf,nrf1,1,1,0.677698372,0.484678795,1.083565109,0.593237801,10.29097039,4.398104045,1.792049708,0.416933819,0.266745854,9.497325363,7.413728594,0.817705906,1.076934243,1,0.111860117,0.168689704,1.986021254,2.112572883,1,1
103,ep300,zfp263,1,1,1.049387202,3.454578403,0.85832248,148.8094785,6.062671275,73.68723514,-2.077569606,0.472143447,3.376200668,7.063395655,0.495178371,1.821947577,1.304062245,1,-0.106974911,0.10439121,0.105436463,0.449152515,1,-1
104,ctcf,patz1,1,1,0.69187578,0.648751753,1.158361154,1.87373338,10.95925269,6.145377809,2.842688281,0.433156431,0.481900884,9.460998107,3.279750403,0.812609083,1.454960072,1,0.119984946,0.179690164,2.532674998,2.491176274,1,1
105,ep300,zfp281,1,1,0.258474839,0.541390201,1.218234334,2.493990318,6.159282855,5.833221996,6.230669546,0.213232862,0.444827892,5.055909758,2.338911243,1.705357143,1.309812876,1,0.212525003,0.184679669,1.309528005,1.914304593,1,1
106,ep300,zfp57,1,1,0.001375748,2.20769598,1.570976612,17.90026215,6.169464515,96.04972971,9.116061665,0.001374544,1.965308289,3.927152363,5.365828103,1.815937149,0.471777954,1,0.12565261,0.269989923,3.975289202,10.90729051,1,-1
107,ep300,zfp740,1,1,0.99653881,0.824997131,0.175313737,2.847591292,4.341162775,9.845727247,-3.877689287,0.149086114,0.639672726,24.76225114,3.457563335,1.761139259,2.252518876,1,-0.161114345,0.139780147,0.193951452,0.991396006,0,1
108,ctcf,setdb1,1,1,0.0001,0.457902008,247.4313727,245.0919859,11.71097087,504.0783405,197.6366723,1.00E-04,0.457048111,0.047330178,2.056690424,0.810924465,2.289182945,1,0.233153803,0.192257308,1.604059517,7.912692917,1,1
109,ctcf,sin3a,1,1,0.802861029,0.157353486,1.103964636,0.21999427,10.28409078,5.660042816,-0.492325353,0.464819726,0.091737303,9.315598021,25.72813744,0.69733643,1.416437114,1,-0.041485011,0.209810509,3.503133186,2.172017609,1,-1
110,ctcf,sp1,1,1,0.755540318,0.277418729,1.257259179,0.45034628,11.10741855,8.478487402,0.567793568,0.471934736,0.171668727,8.834629118,18.82659586,0.779693069,1.243116883,1,0.042442987,0.22181641,4.629676052,4.493350345,1,1
111,ctcf,sp2,1,1,1.00E-04,2.276446256,24.46909886,814.9345815,11.52847345,486.4748786,35.08836909,1.00E-04,2.270104923,0.471144177,0.596949608,0.805469388,1.380896442,1,0.012306878,0.144530362,1.514717783,1.364460902,1,1
