,0,1,2,3
0,1,7,1.0,6.405990622887825
1,1,9,1.0,5.380103818608558
2,1,11,1.0,3.4734121971660143
3,1,13,-1.0,3.786386792972
4,1,14,1.0,8.954928065435592
5,1,16,1.0,4.330134785957458
6,1,17,1.0,9.868309894852022
7,1,19,1.0,1.110303072785071
8,1,21,1.0,5.640042206676176
9,1,27,1.0,6.5616323130403185
10,1,30,1.0,6.099223481321945
11,1,35,1.0,4.545531708543708
12,1,39,1.0,2.042229998058038
13,1,41,1.0,1.2327264651431329
14,1,43,1.0,6.903711102532737
15,1,44,1.0,3.695137308204893
16,1,46,1.0,1.915297402574131
17,1,47,1.0,2.741045347660214
18,1,55,1.0,6.676349328386955
19,1,58,1.0,5.922614378308415
20,1,59,1.0,7.55589906500618
21,1,62,1.0,1.2474815211237424
22,1,72,1.0,1.0700419434504225
23,1,74,1.0,4.109443770177586
24,1,75,1.0,3.499931121060844
25,1,78,1.0,3.8096088323857
26,1,84,1.0,2.1621506022129235
27,1,85,1.0,5.043731256542002
28,1,87,1.0,6.458719689426344
29,1,98,1.0,1.4590025323874454
30,1,99,1.0,7.130097309259259
31,1,100,1.0,4.716631185283316
32,1,103,1.0,3.532707073460154
33,1,106,1.0,3.638476983366574
34,1,107,1.0,5.628389288365035
35,1,108,1.0,8.708681331135244
36,1,111,1.0,5.087490988329622
37,1,113,1.0,7.472914057211666
38,1,114,1.0,3.937530341741573
39,1,118,1.0,1.5463048557067531
40,1,124,1.0,3.3606301828881846
41,1,125,-1.0,2.219575785994103
42,2,3,1.0,7.4581680424158705
43,2,5,1.0,6.654603650013474
44,2,13,1.0,3.429384568911239
45,2,17,1.0,1.8669024190195953
46,2,31,1.0,2.0864142838586925
47,2,32,1.0,2.797006968082786
48,2,41,1.0,5.732496999472152
49,2,45,1.0,6.040155113010174
50,2,46,1.0,3.611934423270048
51,2,47,1.0,1.7800251456171852
52,2,49,1.0,1.557603854553056
53,2,55,1.0,5.96905555709652
54,2,63,1.0,3.7278675637537497
55,2,74,-1.0,5.064455740556949
56,2,80,1.0,2.2287703447992326
57,2,88,1.0,3.397665319467063
58,2,89,1.0,6.802058039994376
59,2,96,1.0,3.697391594678329
60,2,102,1.0,3.895135459581295
61,2,107,1.0,1.3742371600874563
62,2,108,1.0,4.318020357211978
63,2,109,1.0,1.5444381464766517
64,2,113,1.0,1.300888186773732
65,2,114,1.0,4.691352349743219
66,2,116,1.0,1.5245921661123747
67,2,117,1.0,6.536232736001217
68,2,118,1.0,3.399711598880384
