,0,1,2,3
0,0610005c13rik,0.053763440860215055,0.05087293328708521,17.599999999999998
1,0610007p14rik,1.8804347826086956,4.540051984877127,1.283938654816399
2,0610009b22rik,2.946236559139785,10.093883685975257,1.162848313708775
3,0610009o20rik,0.7472527472527473,1.1412470313569216,2.043829296424452
4,0610010f05rik,0.3333333333333333,0.5892634207240948,5.303370786516854
5,0610012g03rik,3.4358974358974357,43.681788297172915,3.70015593673424
6,0610031j06rik,5.897163120567376,14.567438760625722,0.4188870355431378
7,0610037l13rik,0.946236559139785,0.882414151925078,0.9855371900826445
8,1110001j03rik,1.6702127659574468,3.2352120114682354,1.1597360271545833
9,1110002l01rik,0.004329004329004329,0.004310264050523794,230.00000000000017
10,1110004e09rik,1.8873873873873874,8.334165246327409,2.3395913671031723
11,1110006o24rik,0.040740740740740744,0.06871056241426611,41.39669421487602
12,1110007c09rik,0.6549019607843137,2.4142406766628217,5.628957653555164
13,1110008l16rik,2.5567375886524824,8.218412051707661,1.2572324999374809
14,1110012l19rik,0.6413043478260869,1.7082939508506616,4.153691467968975
15,1110020a21rik,0.007168458781362007,0.007117071980061924,138.50000000000006
16,1110032a03rik,0.08865248226950355,0.13753080830944117,17.4992
17,1110034g24rik,0.35106382978723405,0.5327825562094463,4.322926232017141
18,1110037f02rik,1.946236559139785,5.040120245115042,1.3306065138426786
19,1110038b12rik,3.9432624113475176,10.216639002062271,0.6570473836757933
20,1110038f14rik,1.917562724014337,4.355211263986845,1.1844318281072583
21,1110051m20rik,0.5219298245614035,1.6881155740227765,6.196949367982489
22,1110054m08rik,0.02127659574468085,0.02082390221819828,46.0
23,1110057k04rik,1.0724637681159421,3.2846040747742067,2.8557341124908686
24,1110058l19rik,1.3368794326241136,3.9609803329812383,2.2162472120397663
25,1110059e24rik,1.5913978494623655,3.6108220603537977,1.4257669831994157
26,1110059g10rik,0.20346320346320346,0.4997282659620323,12.07152557718425
27,1190002n15rik,0.46153846153846156,0.6807551422936039,3.1957671957671954
28,1190005i06rik,0.4336917562724014,0.8047430017599979,4.278532887097875
29,1190007i07rik,1.2198581560283688,2.760173029525677,1.854887777176852
30,1300002e11rik,1.0296296296296297,2.0954183813443072,1.9765540085916875
31,1300002k09rik,0.05319148936170213,0.12837633921834918,45.373333333333335
32,1300017j02rik,0.010638297872340425,0.031801720235400635,281.0
33,1500004a13rik,0.05434782608695652,0.05139413988657844,17.4
34,1500009c09rik,0.01773049645390071,0.017416125949398925,55.39999999999999
35,1500009l16rik,0.6164874551971327,1.3690471602368932,3.6022174148188206
36,1500011b03rik,1.8695652173913044,7.207624448645241,2.0621056426897417
37,1500012f01rik,4.065934065934066,13.871110574407277,0.839055271487704
38,1500015a07rik,0.13261648745519714,0.3229146593697409,18.36084733382031
39,1600012h06rik,0.4,1.1644444444444444,7.277777777777776
40,1600014c10rik,0.18439716312056736,0.28514662240329963,8.386094674556213
41,1600020e01rik,1.3632958801498127,2.3811247176983827,1.281155657529284
42,1700001g11rik,0.021505376344086023,0.06405364782055728,138.49999999999994
43,1700001l05rik,0.7698412698412699,2.8755983875031497,4.852056541609097
44,1700003e16rik,0.024822695035460994,0.024206528846637498,39.28571428571429
45,1700009p17rik,0.01773049645390071,0.017416125949398925,55.39999999999999
46,1700010i14rik,0.10144927536231885,0.15637471119512708,15.193877551020407
47,1700012d14rik,0.010752688172043012,0.010637067869117821,92.00000000000001
48,1700017b05rik,0.8047619047619048,2.0047392290249437,3.0954448373656387
49,1700019d03rik,0.6818181818181818,1.5502754820936637,3.334814814814815
50,1700020i14rik,1.3258426966292134,3.9500063123343017,2.2470554438379784
51,1700021f05rik,3.1899641577060933,10.09653010624221,0.9922030046711271
52,1700021k19rik,0.3445692883895131,0.465541668420093,3.9210775047258988
53,1700025g04rik,0.6043956043956044,1.4478927665740855,3.9636363636363647
54,1700026l06rik,0.014336917562724014,0.014131370357523671,68.75000000000001
55,1700028i16rik,0.031914893617021274,0.030896333182435492,30.33333333333334
56,1700028j19rik,0.05673758865248227,0.12444042050198686,38.656250000000014
57,1700028k03rik,0.010869565217391304,0.010751417769376178,90.99999999999999
58,1700029j07rik,0.025925925925925925,0.025253772290809336,37.571428571428584
59,1700030c10rik,0.018518518518518517,0.05521262002743484,161.0
60,1700030j22rik,0.06521739130434782,0.11893509766855706,27.962962962962973
61,1700030k09rik,0.35555555555555557,0.8513580246913581,6.734375000000001
62,1700034f02rik,0.18085106382978725,0.14814395654142146,4.529411764705881
63,1700034p13rik,0.07446808510638298,0.13984457522257432,25.217687074829936
64,1700037c18rik,0.021505376344086023,0.03537981269510926,76.49999999999999
65,1700037h04rik,1.5434782608695652,3.733616887208569,1.5672154995701908
66,1700049g17rik,0.09219858156028368,0.10497459886323625,12.349112426035504
67,1700052k11rik,0.0421455938697318,0.04036934278709942,22.727272727272723
68,1700052n19rik,1.24822695035461,3.7043408279261603,2.3775180785123964
69,1700061g19rik,1.184313725490196,3.06798923490965,2.1873602034998463
70,1700066m21rik,0.12962962962962962,0.12764060356652945,7.595918367346938
71,1700067k01rik,0.06593406593406594,0.06891277220947552,15.851851851851855
72,1700086o06rik,0.05319148936170213,0.06454655198430662,22.813333333333333
73,1700088e04rik,0.01098901098901099,0.010868252626494386,89.99999999999999
74,1700092m07rik,0.0425531914893617,0.04074241738343143,22.500000000000007
75,1700094d03rik,0.5921985815602837,0.2911448116291937,0.8301839434902649
76,1700096k18rik,0.15217391304347827,0.13626339004410842,5.8843537414966
