,0,1,2,3
0,xkr4,1e-06,0.0,0.0
1,gm1992,1e-06,0.0,0.0
2,gm37381,0.005376344086021506,0.005347439010290206,184.99999999999994
3,rp1,0.002688172043010753,0.0026809457740779273,370.99999999999983
4,rp1-1,1e-06,0.0,0.0
5,sox17,0.11693548387096774,0.24304652271938954,17.774474831549746
6,gm37323,1e-06,0.0,0.0
7,mrpl15,11.181451612903226,50.02218283905653,0.40009789069438884
8,lypla1,5.779569892473118,11.827754653717193,0.3540880475932937
9,gm37988,0.002688172043010753,0.0026809457740779273,370.99999999999983
10,tcea1,3.5846774193548385,6.646055541103019,0.517206299718722
11,rgs20,0.06317204301075269,0.06993402416464331,17.52421910366682
12,gm16041,0.0013440860215053765,0.0013422794542721707,743.0000000000001
13,atp6v1h,1.9301075268817205,2.892964504567003,0.7765690831076731
14,oprk1,0.005376344086021506,0.005347439010290206,184.99999999999994
15,npbwr1,1e-06,0.0,0.0
16,rb1cc1,1.3897849462365592,1.8426913516013412,0.9540198062771007
17,4732440d04rik,0.04032258064516129,0.038696670135275765,23.800000000000008
18,fam150a,0.0013440860215053765,0.0013422794542721707,743.0000000000001
19,st18,1e-06,0.0,0.0
20,pcmtd1,2.1048387096774195,3.779331425598335,0.8530555922549579
21,gm26901,0.17473118279569894,0.19527546537171922,6.395976331360944
22,gm30414,0.053763440860215055,0.06162562145912823,21.32
23,sntg1,0.008064516129032258,0.007999479708636837,123.00000000000001
24,rrs1,10.654569892473118,40.779871589201065,0.35923116655706355
25,adhfe1,0.553763440860215,0.8868944386634293,2.892167027995099
26,3110035e14rik,1e-06,0.0,0.0
27,gm29520,1e-06,0.0,0.0
28,mybl1,0.29838709677419356,0.3733307318765176,4.193084976868761
29,vcpip1,1.0456989247311828,1.1188793502138974,1.0232221568718154
30,1700034p13rik,0.009408602150537635,0.009320080356110533,105.28571428571428
31,sgk3,0.4475806451612903,0.6262844693028097,3.1262884506127757
32,mcmdc2,0.05779569892473118,0.05983170019655452,17.911844240129803
33,snhg6,1.0591397849462365,1.311018614868771,1.1686979824267567
34,tcf24,0.11827956989247312,0.11773037345357845,8.415289256198347
35,ppp1r42,0.0013440860215053765,0.0013422794542721707,743.0000000000001
36,gm15818,1e-06,0.0,0.0
37,cops5,8.21774193548387,21.99022285813389,0.32563016779970233
38,cspp1,2.400537634408602,3.565376055035264,0.6187116668275965
39,arfgef1,0.6505376344086021,0.8590588507341891,2.0299159893449907
40,cpa6,0.009408602150537635,0.009320080356110533,105.28571428571428
41,prex2,1.6021505376344085,2.540640536478206,0.9897752353497593
42,a830018l16rik,0.3548387096774194,0.4224765868886576,3.355371900826445
43,gm17644,0.002688172043010753,0.0026809457740779273,370.99999999999983
44,gm29663,1e-06,0.0,0.0
45,sulf1,0.6236559139784946,0.9201930859058852,2.3658590963139123
46,slco5a1,0.521505376344086,0.8543762284657186,3.1414603039642897
47,gm29283,1e-06,0.0,0.0
48,prdm14,0.2956989247311828,0.39643311365475775,4.53388429752066
49,ncoa2,0.4825268817204301,0.5910925395999538,2.5387062483996865
50,gm29570,0.0013440860215053765,0.0013422794542721711,743.0000000000003
51,tram1,6.130376344086022,16.306926740085558,0.4339081892219772
